Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA
370,F2,11/05/01,Niort,Chateauroux,2,0,H,1,0,H,2,2.85,3.6,2.2,2.7,2.9
371,F2,11/05/01,Wasquehal,Gueugnon,2,1,H,0,1,A,1.65,3.25,4.65,,,
372,F2,18/05/01,Angers,Niort,2,0,H,1,0,H,2.7,3,2.35,,,
373,F2,18/05/01,Cannes,Caen,2,0,H,0,0,D,2.35,2.7,3,,,
374,F2,18/05/01,Gueugnon,Laval,2,0,H,1,0,H,2,2.85,3.6,,,
375,F2,18/05/01,Le Havre,Nice,1,0,H,1,0,H,1.7,3.05,4.7,1.7,3.1,3.8
376,F2,18/05/01,Le Mans,Ajaccio,1,1,D,0,0,D,1.95,2.85,3.8,1.85,3,3.3
377,F2,18/05/01,Lorient,Creteil,3,1,H,2,0,H,1.42,3.6,7,1.25,4.3,8
378,F2,18/05/01,Martigues,Chateauroux,0,1,A,0,1,A,2.3,2.9,2.85,,,
379,F2,18/05/01,Montpellier,Beauvais,0,1,A,0,0,D,1.5,3.3,6.4,1.45,3.5,5
380,F2,18/05/01,Nancy,Wasquehal,0,2,A,0,0,D,1.75,2.85,4.8,,,
381,F2,18/05/01,Sochaux,Nimes,4,1,H,4,0,H,1.43,3.5,7,1.3,4,7
