Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,F2,08/08/98,Gueugnon,Caen,2,1,H,1,1,D,,,,,,,,,,,
3,F2,08/08/98,Laval,Ajaccio,2,1,H,2,1,H,,,,,,,,,,,
4,F2,08/08/98,Le Mans,Beauvais,1,1,D,0,0,D,,,,,,,,,,,
5,F2,08/08/98,Lille,Guingamp,1,2,A,0,1,A,,,,,,,,,,,
6,F2,08/08/98,Nice,Chateauroux,1,1,D,1,0,H,,,,,,,,,,,
7,F2,08/08/98,Nimes,Niort,1,1,D,0,0,D,,,,,,,,,,,
8,F2,08/08/98,Red Star 93,Wasquehal,0,0,D,0,0,D,,,,,,,,,,,
9,F2,08/08/98,St Etienne,Sedan,1,1,D,0,0,D,,,,,,,,,,,
10,F2,08/08/98,Troyes,Cannes,2,1,H,0,0,D,,,,,,,,,,,
11,F2,08/08/98,Valence,Amiens,1,1,D,0,0,D,,,,,,,,,,,
12,F2,15/08/98,Amiens,Ajaccio,0,2,A,0,1,A,,,,,,,,,,,
13,F2,15/08/98,Beauvais,Troyes,0,3,A,0,2,A,,,,,,,,,,,
14,F2,15/08/98,Caen,St Etienne,1,1,D,0,1,A,,,,,,,,,,,
15,F2,15/08/98,Cannes,Red Star 93,1,1,D,1,1,D,,,,,,,,,,,
16,F2,15/08/98,Chateauroux,Valence,5,0,H,3,0,H,,,,,,,,,,,
17,F2,15/08/98,Guingamp,Laval,1,3,A,0,2,A,,,,,,,,,,,
18,F2,15/08/98,Le Mans,Nimes,4,0,H,3,0,H,,,,,,,,,,,
19,F2,15/08/98,Niort,Lille,0,0,D,0,0,D,,,,,,,,,,,
20,F2,15/08/98,Sedan,Nice,4,0,H,1,0,H,,,,,,,,,,,
21,F2,15/08/98,Wasquehal,Gueugnon,1,0,H,1,0,H,,,,,,,,,,,
22,F2,22/08/98,Ajaccio,Chateauroux,1,0,H,1,0,H,,,,,,,,,,,
23,F2,22/08/98,Gueugnon,Cannes,1,0,H,0,0,D,,,,,,,,,,,
24,F2,22/08/98,Laval,Amiens,1,0,H,0,0,D,,,,,,,,,,,
25,F2,22/08/98,Lille,Caen,0,0,D,0,0,D,,,,,,,,,,,
26,F2,22/08/98,Nice,Wasquehal,0,2,A,0,0,D,,,,,,,,,,,
27,F2,22/08/98,Nimes,Beauvais,4,0,H,1,0,H,,,,,,,,,,,
28,F2,22/08/98,Red Star 93,Niort,2,0,H,1,0,H,,,,,,,,,,,
29,F2,22/08/98,St Etienne,Guingamp,0,0,D,0,0,D,,,,,,,,,,,
30,F2,22/08/98,Troyes,Le Mans,2,1,H,0,0,D,,,,,,,,,,,
31,F2,22/08/98,Valence,Sedan,1,1,D,1,1,D,,,,,,,,,,,
32,F2,29/08/98,Beauvais,Gueugnon,1,1,D,1,0,H,,,,,,,,,,,
33,F2,29/08/98,Caen,Nice,2,0,H,1,0,H,,,,,,,,,,,
34,F2,29/08/98,Cannes,Nimes,1,0,H,1,0,H,,,,,,,,,,,
35,F2,29/08/98,Chateauroux,Amiens,0,0,D,0,0,D,,,,,,,,,,,
36,F2,29/08/98,Guingamp,Valence,0,2,A,0,0,D,,,,,,,,,,,
37,F2,29/08/98,Le Mans,Red Star 93,1,2,A,0,0,D,,,,,,,,,,,
38,F2,29/08/98,Niort,Laval,0,0,D,0,0,D,,,,,,,,,,,
39,F2,29/08/98,Sedan,Ajaccio,3,0,H,2,0,H,,,,,,,,,,,
40,F2,29/08/98,Troyes,St Etienne,1,1,D,0,0,D,,,,,,,,,,,
41,F2,29/08/98,Wasquehal,Lille,0,1,A,0,1,A,,,,,,,,,,,
42,F2,04/09/98,Ajaccio,Wasquehal,1,1,D,0,1,A,,,,,,,,,,,
43,F2,04/09/98,Amiens,Sedan,3,1,H,2,0,H,,,,,,,,,,,
44,F2,04/09/98,Gueugnon,Le Mans,1,1,D,0,1,A,,,,,,,,,,,
45,F2,04/09/98,Laval,Chateauroux,1,2,A,1,1,D,,,,,,,,,,,
46,F2,04/09/98,Lille,Cannes,0,2,A,0,1,A,,,,,,,,,,,
47,F2,04/09/98,Nice,Guingamp,0,0,D,0,0,D,,,,,,,,,,,
48,F2,04/09/98,Nimes,Troyes,2,2,D,1,1,D,,,,,,,,,,,
49,F2,04/09/98,Red Star 93,Beauvais,4,3,H,3,1,H,,,,,,,,,,,
50,F2,04/09/98,St Etienne,Niort,2,0,H,1,0,H,,,,,,,,,,,
51,F2,04/09/98,Valence,Caen,0,1,A,0,1,A,,,,,,,,,,,
52,F2,10/09/98,Wasquehal,Valence,1,0,H,1,0,H,,,,,,,,,,,
53,F2,12/09/98,Beauvais,Lille,1,0,H,0,0,D,,,,,,,,,,,
