Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA
354,F2,13/04/02,Chateauroux,Le Mans,0,2,A,0,0,D,2.28,2.9,2.82,,,,2.375,3,2.7
355,F2,13/04/02,Istres,Le Havre,1,3,A,1,0,H,2.82,2.8,2.35,2.7,2.6,2.4,,,
356,F2,13/04/02,Laval,Grenoble,1,2,A,1,2,A,1.68,3,4.75,1.6,3,4.6,1.8,2.875,4.5
357,F2,13/04/02,Nancy,St Etienne,0,3,A,0,1,A,1.9,2.75,4.05,,,,,,
358,F2,13/04/02,Nice,Martigues,1,0,H,1,0,H,1.35,3.75,7.7,1.3,3.6,8,1.364,4,7
359,F2,13/04/02,Niort,Amiens,2,2,D,1,0,H,1.95,2.8,3.75,,,,,,
360,F2,13/04/02,Strasbourg,Gueugnon,0,0,D,0,0,D,1.32,3.9,8.2,1.3,3.6,8,1.364,4,7
361,F2,14/04/02,Nimes,Ajaccio,0,1,A,0,0,D,,,,,,,,,
362,F2,26/04/02,Ajaccio,Beauvais,1,0,H,1,0,H,1.8,3.25,3.8,,,,,,
363,F2,26/04/02,Amiens,Nimes,2,1,H,1,0,H,1.58,3.5,4.75,,,,,,
364,F2,26/04/02,Grenoble,Creteil,1,2,A,0,2,A,2.7,2.75,2.45,,,,,,
365,F2,26/04/02,Gueugnon,Niort,1,2,A,1,1,D,1.95,2.85,3.8,,,,,,
366,F2,26/04/02,Le Havre,Laval,4,1,H,1,1,D,1.3,4.35,7.65,,,,,,
367,F2,26/04/02,Le Mans,Caen,1,2,A,1,2,A,1.4,4,6.1,,,,,,
368,F2,26/04/02,Martigues,Strasbourg,0,1,A,0,0,D,3.65,3.05,1.9,,,,,,
369,F2,26/04/02,Nice,Istres,3,0,H,1,0,H,1.27,4.5,8.75,,,,,,
370,F2,26/04/02,St Etienne,Chateauroux,1,0,H,1,0,H,2.25,2.8,3.1,,,,,,
371,F2,26/04/02,Wasquehal,Nancy,0,3,A,0,1,A,2.2,2.7,3.3,,,,,,
372,F2,03/05/02,Beauvais,Amiens,1,1,D,0,0,D,1.88,2.75,4.05,1.8,2.9,3.6,,,
373,F2,03/05/02,Caen,Grenoble,3,2,H,2,1,H,1.62,3.2,4.72,1.55,3.2,4.6,,,
374,F2,03/05/02,Chateauroux,Wasquehal,3,2,H,0,1,A,,,,,,,,,
375,F2,03/05/02,Creteil,Le Mans,1,0,H,0,0,D,2.35,3,2.6,2.3,2.9,2.5,,,
376,F2,03/05/02,Istres,St Etienne,1,0,H,0,0,D,2.1,2.8,3.22,2.2,2.9,2.7,,,
377,F2,03/05/02,Laval,Nice,3,4,A,2,0,H,2.25,2.8,2.92,2.2,2.9,2.7,,,
378,F2,03/05/02,Nancy,Ajaccio,1,0,H,1,0,H,2.6,2.8,2.5,2.4,2.9,2.4,,,
379,F2,03/05/02,Nimes,Gueugnon,3,1,H,3,0,H,2.55,2.85,2.5,2.3,2.9,2.5,,,
380,F2,03/05/02,Niort,Martigues,2,1,H,0,0,D,1.7,3.15,4.2,1.55,3.2,4.6,,,
381,F2,03/05/02,Strasbourg,Le Havre,1,0,H,1,0,H,1.98,2.7,3.75,1.85,2.8,3.5,,,
