Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,F1,01/08/97,Bordeaux,Monaco,1,0,H,,,,,,,,,,,,,,
3,F1,01/08/97,Toulouse,Rennes,1,0,H,,,,,,,,,,,,,,
4,F1,02/08/97,Guingamp,Cannes,3,1,H,,,,,,,,,,,,,,
5,F1,02/08/97,Lens,Auxerre,3,0,H,,,,,,,,,,,,,,
6,F1,02/08/97,Lyon,Metz,0,1,A,,,,,,,,,,,,,,
7,F1,02/08/97,Marseille,Le Havre,3,1,H,,,,,,,,,,,,,,
8,F1,02/08/97,Montpellier,Strasbourg,1,1,D,,,,,,,,,,,,,,
9,F1,02/08/97,Nantes,Bastia,0,1,A,,,,,,,,,,,,,,
10,F1,02/08/97,Paris SG,Chateauroux,2,0,H,,,,,,,,,,,,,,
11,F1,08/08/97,Auxerre,Paris SG,2,3,A,2,0,H,,,,,,,,,,,
12,F1,08/08/97,Rennes,Lyon,0,3,A,,,,,,,,,,,,,,
13,F1,09/08/97,Bastia,Guingamp,1,0,H,0,0,D,,,,,,,,,,,
14,F1,09/08/97,Cannes,Toulouse,0,1,A,,,,,,,,,,,,,,
15,F1,09/08/97,Le Havre,Montpellier,4,0,H,,,,,,,,,,,,,,
16,F1,09/08/97,Marseille,Nantes,1,0,H,1,0,H,,,,,,,,,,,
17,F1,09/08/97,Metz,Bordeaux,4,1,H,1,0,H,,,,,,,,,,,
18,F1,09/08/97,Monaco,Chateauroux,2,2,D,1,0,H,,,,,,,,,,,
19,F1,09/08/97,Strasbourg,Lens,2,1,H,0,0,D,,,,,,,,,,,
20,F1,15/08/97,Chateauroux,Metz,1,2,A,,,,,,,,,,,,,,
21,F1,15/08/97,Lens,Le Havre,0,0,D,0,0,D,,,,,,,,,,,
22,F1,16/08/97,Bordeaux,Rennes,2,2,D,,,,,,,,,,,,,,
23,F1,16/08/97,Guingamp,Strasbourg,0,0,D,0,0,D,,,,,,,,,,,
24,F1,16/08/97,Lyon,Monaco,0,3,A,,,,,,,,,,,,,,
25,F1,16/08/97,Montpellier,Marseille,0,0,D,0,0,D,,,,,,,,,,,
26,F1,16/08/97,Nantes,Auxerre,0,2,A,,,,,,,,,,,,,,
27,F1,16/08/97,Paris SG,Cannes,3,1,H,,,,,,,,,,,,,,
28,F1,16/08/97,Toulouse,Bastia,1,1,D,,,,,,,,,,,,,,
29,F1,21/08/97,Cannes,Bordeaux,0,2,A,,,,,,,,,,,,,,
30,F1,21/08/97,Strasbourg,Nantes,1,2,A,,,,,,,,,,,,,,
31,F1,22/08/97,Auxerre,Guingamp,1,0,H,,,,,,,,,,,,,,
32,F1,22/08/97,Bastia,Chateauroux,1,1,D,,,,,,,,,,,,,,
33,F1,22/08/97,Le Havre,Lyon,1,3,A,,,,,,,,,,,,,,
34,F1,22/08/97,Marseille,Lens,2,3,A,,,,,,,,,,,,,,
35,F1,22/08/97,Metz,Paris SG,2,1,H,,,,,,,,,,,,,,
36,F1,22/08/97,Montpellier,Toulouse,4,0,H,,,,,,,,,,,,,,
37,F1,22/08/97,Rennes,Monaco,2,1,H,,,,,,,,,,,,,,
38,F1,29/08/97,Guingamp,Marseille,1,1,D,0,1,A,,,,,,,,,,,
39,F1,29/08/97,Monaco,Metz,1,2,A,0,1,A,,,,,,,,,,,
40,F1,30/08/97,Bordeaux,Auxerre,3,2,H,1,2,A,,,,,,,,,,,
41,F1,30/08/97,Chateauroux,Cannes,1,2,A,,,,,,,,,,,,,,
42,F1,30/08/97,Lens,Montpellier,0,0,D,0,0,D,,,,,,,,,,,
43,F1,30/08/97,Lyon,Bastia,0,2,A,0,2,A,,,,,,,,,,,
44,F1,30/08/97,Nantes,Le Havre,2,0,H,2,0,H,,,,,,,,,,,
45,F1,30/08/97,Paris SG,Rennes,4,1,H,1,0,H,,,,,,,,,,,
46,F1,30/08/97,Toulouse,Strasbourg,1,1,D,,,,,,,,,,,,,,
47,F1,04/09/97,Le Havre,Toulouse,1,1,D,1,0,H,,,,,,,,,,,
48,F1,04/09/97,Marseille,Lyon,1,0,H,0,0,D,,,,,,,,,,,
49,F1,05/09/97,Auxerre,Chateauroux,5,0,H,2,0,H,,,,,,,,,,,
50,F1,05/09/97,Bastia,Bordeaux,4,1,H,2,1,H,,,,,,,,,,,
51,F1,05/09/97,Cannes,Monaco,1,2,A,0,0,D,,,,,,,,,,,
52,F1,05/09/97,Lens,Nantes,0,0,D,0,0,D,,,,,,,,,,,
53,F1,05/09/97,Montpellier,Guingamp,2,3,A,2,2,D,,,,,,,,,,,
54,F1,05/09/97,Rennes,Metz,2,2,D,2,1,H,,,,,,,,,,,
55,F1,05/09/97,Strasbourg,Paris SG,0,3,A,0,1,A,,,,,,,,,,,
56,F1,11/09/97,Chateauroux,Rennes,1,0,H,,,,,,,,,,,,,,
57,F1,11/09/97,Guingamp,Lens,2,1,H,,,,,,,,,,,,,,
58,F1,12/09/97,Bordeaux,Le Havre,2,1,H,0,1,A,,,,,,,,,,,
59,F1,12/09/97,Lyon,Strasbourg,3,1,H,1,1,D,,,,,,,,,,,
60,F1,12/09/97,Metz,Cannes,2,0,H,0,0,D,,,,,,,,,,,
61,F1,12/09/97,Monaco,Marseille,2,0,H,0,0,D,,,,,,,,,,,
62,F1,12/09/97,Nantes,Montpellier,1,1,D,,,,,,,,,,,,,,
63,F1,12/09/97,Paris SG,Bastia,2,0,H,1,0,H,,,,,,,,,,,
64,F1,12/09/97,Toulouse,Auxerre,2,1,H,1,1,D,,,,,,,,,,,
65,F1,20/09/97,Auxerre,Lyon,1,2,A,1,1,D,,,,,,,,,,,
66,F1,20/09/97,Cannes,Rennes,1,1,D,0,0,D,,,,,,,,,,,
67,F1,20/09/97,Guingamp,Nantes,1,0,H,0,0,D,,,,,,,,,,,
68,F1,20/09/97,Le Havre,Paris SG,1,1,D,1,1,D,,,,,,,,,,,
69,F1,20/09/97,Lens,Toulouse,2,0,H,1,0,H,,,,,,,,,,,
70,F1,20/09/97,Marseille,Chateauroux,2,0,H,1,0,H,,,,,,,,,,,
71,F1,20/09/97,Strasbourg,Bordeaux,0,0,D,0,0,D,,,,,,,,,,,
72,F1,21/09/97,Bastia,Metz,0,0,D,0,0,D,,,,,,,,,,,
73,F1,21/09/97,Montpellier,Monaco,0,2,A,0,1,A,,,,,,,,,,,
74,F1,25/09/97,Bordeaux,Marseille,2,0,H,1,0,H,,,,,,,,,,,
75,F1,25/09/97,Lyon,Lens,1,3,A,0,2,A,,,,,,,,,,,
76,F1,26/09/97,Chateauroux,Le Havre,2,1,H,,,,,,,,,,,,,,
77,F1,26/09/97,Metz,Auxerre,3,0,H,2,0,H,,,,,,,,,,,
78,F1,26/09/97,Monaco,Strasbourg,3,2,H,1,1,D,,,,,,,,,,,
79,F1,26/09/97,Nantes,Cannes,1,2,A,0,1,A,,,,,,,,,,,
80,F1,26/09/97,Paris SG,Montpellier,1,1,D,1,0,H,,,,,,,,,,,
81,F1,26/09/97,Rennes,Bastia,2,0,H,1,0,H,,,,,,,,,,,
82,F1,26/09/97,Toulouse,Guingamp,3,0,H,,,,,,,,,,,,,,
83,F1,04/10/97,Auxerre,Rennes,4,0,H,2,0,H,,,,,,,,,,,
84,F1,04/10/97,Bastia,Cannes,5,1,H,3,1,H,,,,,,,,,,,
85,F1,04/10/97,Guingamp,Lyon,0,1,A,0,1,A,,,,,,,,,,,
86,F1,04/10/97,Le Havre,Monaco,1,1,D,0,0,D,,,,,,,,,,,
87,F1,04/10/97,Lens,Chateauroux,1,0,H,1,0,H,,,,,,,,,,,
88,F1,04/10/97,Marseille,Toulouse,2,0,H,1,0,H,,,,,,,,,,,
89,F1,04/10/97,Montpellier,Bordeaux,0,1,A,0,0,D,,,,,,,,,,,
90,F1,05/10/97,Nantes,Paris SG,0,0,D,0,0,D,,,,,,,,,,,
91,F1,05/10/97,Strasbourg,Metz,2,0,H,0,0,D,,,,,,,,,,,
92,F1,07/10/97,Cannes,Auxerre,2,3,A,1,2,A,,,,,,,,,,,
93,F1,07/10/97,Monaco,Bastia,1,0,H,0,0,D,,,,,,,,,,,
94,F1,08/10/97,Bordeaux,Lens,3,0,H,2,0,H,,,,,,,,,,,
95,F1,08/10/97,Chateauroux,Strasbourg,2,0,H,1,0,H,,,,,,,,,,,
96,F1,08/10/97,Lyon,Montpellier,1,2,A,0,0,D,,,,,,,,,,,
97,F1,08/10/97,Metz,Le Havre,2,0,H,0,0,D,,,,,,,,,,,
98,F1,08/10/97,Paris SG,Guingamp,4,2,H,1,2,A,,,,,,,,,,,
99,F1,08/10/97,Rennes,Marseille,0,2,A,0,1,A,,,,,,,,,,,
100,F1,08/10/97,Toulouse,Nantes,1,0,H,1,0,H,,,,,,,,,,,
101,F1,16/10/97,Guingamp,Bordeaux,0,1,A,0,0,D,,,,,,,,,,,
102,F1,16/10/97,Marseille,Metz,2,0,H,2,0,H,,,,,,,,,,,
103,F1,17/10/97,Auxerre,Bastia,2,0,H,2,0,H,,,,,,,,,,,
104,F1,17/10/97,Le Havre,Rennes,1,1,D,1,1,D,,,,,,,,,,,
105,F1,17/10/97,Lens,Monaco,1,0,H,0,0,D,,,,,,,,,,,
106,F1,17/10/97,Montpellier,Chateauroux,1,0,H,1,0,H,,,,,,,,,,,
107,F1,17/10/97,Nantes,Lyon,3,2,H,0,1,A,,,,,,,,,,,
108,F1,17/10/97,Strasbourg,Cannes,2,0,H,0,0,D,,,,,,,,,,,
109,F1,17/10/97,Toulouse,Paris SG,0,2,A,0,1,A,,,,,,,,,,,
110,F1,25/10/97,Bastia,Marseille,1,1,D,1,0,H,,,,,,,,,,,
111,F1,25/10/97,Cannes,Le Havre,1,1,D,0,0,D,,,,,,,,,,,
112,F1,25/10/97,Chateauroux,Guingamp,2,2,D,0,0,D,,,,,,,,,,,
113,F1,25/10/97,Lyon,Toulouse,0,0,D,0,0,D,,,,,,,,,,,
114,F1,25/10/97,Metz,Montpellier,0,1,A,0,0,D,,,,,,,,,,,
115,F1,25/10/97,Paris SG,Lens,2,0,H,1,0,H,,,,,,,,,,,
116,F1,25/10/97,Rennes,Strasbourg,3,1,H,3,0,H,,,,,,,,,,,
117,F1,26/10/97,Bordeaux,Nantes,1,1,D,1,0,H,,,,,,,,,,,
118,F1,26/10/97,Monaco,Auxerre,0,1,A,0,1,A,,,,,,,,,,,
119,F1,31/10/97,Guingamp,Monaco,1,2,A,0,0,D,,,,,,,,,,,
120,F1,31/10/97,Le Havre,Bastia,2,1,H,2,0,H,,,,,,,,,,,
121,F1,31/10/97,Lens,Metz,1,1,D,1,1,D,,,,,,,,,,,
122,F1,31/10/97,Lyon,Paris SG,1,0,H,0,0,D,,,,,,,,,,,
123,F1,31/10/97,Marseille,Cannes,2,0,H,2,0,H,,,,,,,,,,,
124,F1,31/10/97,Nantes,Chateauroux,3,1,H,1,0,H,,,,,,,,,,,
125,F1,31/10/97,Strasbourg,Auxerre,1,1,D,1,1,D,,,,,,,,,,,
