Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,F1,28/07/94,Bordeaux,Nice,1,0,H,,,,,,,,,,,,,,,,,,,,,
3,F1,29/07/94,Cannes,Bastia,0,0,D,,,,,,,,,,,,,,,,,,,,,
4,F1,29/07/94,Le Havre,Paris SG,0,0,D,,,,,,,,,,,,,,,,,,,,,
5,F1,29/07/94,Lens,Lille,1,1,D,,,,,,,,,,,,,,,,,,,,,
6,F1,29/07/94,Monaco,Metz,0,1,A,,,,,,,,,,,,,,,,,,,,,
7,F1,29/07/94,Montpellier,Martigues,0,1,A,,,,,,,,,,,,,,,,,,,,,
8,F1,29/07/94,Nantes,Lyon,1,1,D,,,,,,,,,,,,,,,,,,,,,
9,F1,29/07/94,Sochaux,Caen,2,0,H,,,,,,,,,,,,,,,,,,,,,
10,F1,29/07/94,St Etienne,Rennes,1,1,D,,,,,,,,,,,,,,,,,,,,,
11,F1,29/07/94,Strasbourg,Auxerre,1,1,D,,,,,,,,,,,,,,,,,,,,,
12,F1,01/08/94,Auxerre,Nantes,1,2,A,,,,,,,,,,,,,,,,,,,,,
13,F1,02/08/94,Caen,Cannes,0,1,A,,,,,,,,,,,,,,,,,,,,,
14,F1,02/08/94,Lille,Strasbourg,1,0,H,,,,,,,,,,,,,,,,,,,,,
15,F1,02/08/94,Lyon,Monaco,3,1,H,,,,,,,,,,,,,,,,,,,,,
16,F1,02/08/94,Martigues,St Etienne,1,1,D,,,,,,,,,,,,,,,,,,,,,
17,F1,02/08/94,Metz,Bastia,1,2,A,,,,,,,,,,,,,,,,,,,,,
18,F1,02/08/94,Montpellier,Bordeaux,0,1,A,,,,,,,,,,,,,,,,,,,,,
19,F1,02/08/94,Nice,Sochaux,1,0,H,,,,,,,,,,,,,,,,,,,,,
20,F1,02/08/94,Paris SG,Lens,1,0,H,,,,,,,,,,,,,,,,,,,,,
21,F1,02/08/94,Rennes,Le Havre,0,0,D,,,,,,,,,,,,,,,,,,,,,
22,F1,05/08/94,Bordeaux,Martigues,1,1,D,,,,,,,,,,,,,,,,,,,,,
23,F1,05/08/94,Cannes,Metz,1,0,H,,,,,,,,,,,,,,,,,,,,,
24,F1,05/08/94,Le Havre,Nice,1,1,D,,,,,,,,,,,,,,,,,,,,,
25,F1,05/08/94,Lens,Rennes,5,0,H,,,,,,,,,,,,,,,,,,,,,
26,F1,05/08/94,Monaco,Auxerre,0,0,D,,,,,,,,,,,,,,,,,,,,,
27,F1,05/08/94,Nantes,Caen,2,1,H,,,,,,,,,,,,,,,,,,,,,
28,F1,05/08/94,Sochaux,Lille,3,0,H,,,,,,,,,,,,,,,,,,,,,
29,F1,05/08/94,St Etienne,Montpellier,4,0,H,,,,,,,,,,,,,,,,,,,,,
30,F1,05/08/94,Strasbourg,Paris SG,2,0,H,,,,,,,,,,,,,,,,,,,,,
31,F1,06/08/94,Bastia,Lyon,0,1,A,,,,,,,,,,,,,,,,,,,,,
32,F1,12/08/94,Caen,Monaco,0,1,A,,,,,,,,,,,,,,,,,,,,,
33,F1,13/08/94,Auxerre,Bastia,2,1,H,,,,,,,,,,,,,,,,,,,,,
34,F1,13/08/94,Lille,Nantes,1,2,A,,,,,,,,,,,,,,,,,,,,,
35,F1,13/08/94,Lyon,Metz,1,0,H,,,,,,,,,,,,,,,,,,,,,
36,F1,13/08/94,Martigues,Le Havre,2,1,H,,,,,,,,,,,,,,,,,,,,,
37,F1,13/08/94,Montpellier,Lens,1,2,A,,,,,,,,,,,,,,,,,,,,,
38,F1,13/08/94,Nice,Cannes,2,1,H,,,,,,,,,,,,,,,,,,,,,
39,F1,13/08/94,Paris SG,Sochaux,1,1,D,,,,,,,,,,,,,,,,,,,,,
40,F1,13/08/94,Rennes,Bordeaux,2,0,H,,,,,,,,,,,,,,,,,,,,,
41,F1,13/08/94,St Etienne,Strasbourg,2,0,H,,,,,,,,,,,,,,,,,,,,,
42,F1,19/08/94,Nantes,Paris SG,1,0,H,,,,,,,,,,,,,,,,,,,,,
43,F1,20/08/94,Bastia,Caen,1,0,H,,,,,,,,,,,,,,,,,,,,,
44,F1,20/08/94,Bordeaux,St Etienne,2,1,H,,,,,,,,,,,,,,,,,,,,,
45,F1,20/08/94,Cannes,Lyon,5,1,H,,,,,,,,,,,,,,,,,,,,,
46,F1,20/08/94,Le Havre,Montpellier,1,2,A,,,,,,,,,,,,,,,,,,,,,
47,F1,20/08/94,Lens,Martigues,2,1,H,,,,,,,,,,,,,,,,,,,,,
48,F1,20/08/94,Metz,Auxerre,1,1,D,,,,,,,,,,,,,,,,,,,,,
49,F1,20/08/94,Monaco,Lille,2,0,H,,,,,,,,,,,,,,,,,,,,,
50,F1,20/08/94,Sochaux,Rennes,1,3,A,,,,,,,,,,,,,,,,,,,,,
51,F1,20/08/94,Strasbourg,Nice,3,2,H,,,,,,,,,,,,,,,,,,,,,
52,F1,26/08/94,Rennes,Strasbourg,1,1,D,,,,,,,,,,,,,,,,,,,,,
53,F1,27/08/94,Auxerre,Lyon,0,0,D,,,,,,,,,,,,,,,,,,,,,
54,F1,27/08/94,Bordeaux,Cannes,0,2,A,,,,,,,,,,,,,,,,,,,,,
55,F1,27/08/94,Caen,Metz,2,0,H,,,,,,,,,,,,,,,,,,,,,
56,F1,27/08/94,Lille,Bastia,3,0,H,,,,,,,,,,,,,,,,,,,,,
57,F1,27/08/94,Martigues,Sochaux,2,0,H,,,,,,,,,,,,,,,,,,,,,
58,F1,27/08/94,Montpellier,Nantes,2,2,D,,,,,,,,,,,,,,,,,,,,,
59,F1,27/08/94,Nice,Lens,1,1,D,,,,,,,,,,,,,,,,,,,,,
60,F1,27/08/94,Paris SG,Monaco,1,0,H,,,,,,,,,,,,,,,,,,,,,
61,F1,27/08/94,St Etienne,Le Havre,4,1,H,,,,,,,,,,,,,,,,,,,,,
62,F1,30/08/94,Cannes,Auxerre,3,1,H,,,,,,,,,,,,,,,,,,,,,
63,F1,31/08/94,Bastia,Paris SG,1,2,A,,,,,,,,,,,,,,,,,,,,,
64,F1,31/08/94,Le Havre,Bordeaux,1,1,D,,,,,,,,,,,,,,,,,,,,,
65,F1,31/08/94,Lens,St Etienne,0,0,D,,,,,,,,,,,,,,,,,,,,,
66,F1,31/08/94,Lyon,Caen,1,0,H,,,,,,,,,,,,,,,,,,,,,
67,F1,31/08/94,Metz,Lille,1,1,D,,,,,,,,,,,,,,,,,,,,,
68,F1,31/08/94,Monaco,Nice,0,2,A,,,,,,,,,,,,,,,,,,,,,
69,F1,31/08/94,Nantes,Rennes,2,0,H,,,,,,,,,,,,,,,,,,,,,
70,F1,31/08/94,Sochaux,Montpellier,2,0,H,,,,,,,,,,,,,,,,,,,,,
71,F1,31/08/94,Strasbourg,Martigues,5,0,H,,,,,,,,,,,,,,,,,,,,,
72,F1,09/09/94,Rennes,Cannes,3,1,H,,,,,,,,,,,,,,,,,,,,,
73,F1,10/09/94,Bordeaux,Lens,1,2,A,,,,,,,,,,,,,,,,,,,,,
74,F1,10/09/94,Caen,Auxerre,1,5,A,,,,,,,,,,,,,,,,,,,,,
