Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,F2,10/08/96,Amiens,Martigues,0,0,D,,,,,,,,,,,,,,,,,,,,,
3,F2,10/08/96,Charleville,Lorient,2,1,H,,,,,,,,,,,,,,,,,,,,,
4,F2,10/08/96,Le Mans,Chateauroux,1,1,D,,,,,,,,,,,,,,,,,,,,,
5,F2,10/08/96,Louhans-Cuis.,Niort,0,0,D,,,,,,,,,,,,,,,,,,,,,
6,F2,10/08/96,Mulhouse,Gueugnon,1,2,A,,,,,,,,,,,,,,,,,,,,,
7,F2,10/08/96,Red Star 93,Perpignan,0,2,A,,,,,,,,,,,,,,,,,,,,,
8,F2,10/08/96,Sochaux,Laval,2,0,H,,,,,,,,,,,,,,,,,,,,,
9,F2,10/08/96,St Brieuc,Toulon,1,2,A,,,,,,,,,,,,,,,,,,,,,
10,F2,10/08/96,Toulouse,Epinal,1,0,H,,,,,,,,,,,,,,,,,,,,,
11,F2,10/08/96,Valence,Beauvais,1,0,H,,,,,,,,,,,,,,,,,,,,,
12,F2,11/08/96,Troyes,St Etienne,0,2,A,,,,,,,,,,,,,,,,,,,,,
13,F2,17/08/96,Beauvais,Troyes,1,0,H,,,,,,,,,,,,,,,,,,,,,
14,F2,17/08/96,Chateauroux,Toulouse,2,1,H,,,,,,,,,,,,,,,,,,,,,
15,F2,17/08/96,Epinal,Amiens,0,3,A,,,,,,,,,,,,,,,,,,,,,
16,F2,17/08/96,Gueugnon,Sochaux,1,0,H,,,,,,,,,,,,,,,,,,,,,
17,F2,17/08/96,Le Mans,Red Star 93,0,1,A,,,,,,,,,,,,,,,,,,,,,
18,F2,17/08/96,Lorient,Valence,1,0,H,,,,,,,,,,,,,,,,,,,,,
19,F2,17/08/96,Martigues,St Brieuc,2,1,H,,,,,,,,,,,,,,,,,,,,,
20,F2,17/08/96,Niort,Charleville,2,0,H,,,,,,,,,,,,,,,,,,,,,
21,F2,17/08/96,Perpignan,Louhans-Cuis.,4,0,H,,,,,,,,,,,,,,,,,,,,,
22,F2,17/08/96,St Etienne,Laval,4,0,H,,,,,,,,,,,,,,,,,,,,,
23,F2,17/08/96,Toulon,Mulhouse,1,0,H,,,,,,,,,,,,,,,,,,,,,
24,F2,20/08/96,Amiens,Chateauroux,0,2,A,,,,,,,,,,,,,,,,,,,,,
25,F2,20/08/96,Charleville,Perpignan,0,2,A,,,,,,,,,,,,,,,,,,,,,
26,F2,20/08/96,Laval,Beauvais,2,1,H,,,,,,,,,,,,,,,,,,,,,
27,F2,20/08/96,Louhans-Cuis.,Gueugnon,1,1,D,,,,,,,,,,,,,,,,,,,,,
28,F2,20/08/96,Mulhouse,Martigues,1,0,H,,,,,,,,,,,,,,,,,,,,,
29,F2,20/08/96,Red Star 93,Toulon,2,1,H,,,,,,,,,,,,,,,,,,,,,
30,F2,20/08/96,Sochaux,St Etienne,4,1,H,,,,,,,,,,,,,,,,,,,,,
31,F2,20/08/96,St Brieuc,Epinal,1,0,H,,,,,,,,,,,,,,,,,,,,,
32,F2,20/08/96,Toulouse,Le Mans,2,1,H,,,,,,,,,,,,,,,,,,,,,
33,F2,20/08/96,Troyes,Lorient,2,0,H,,,,,,,,,,,,,,,,,,,,,
34,F2,20/08/96,Valence,Niort,1,2,A,,,,,,,,,,,,,,,,,,,,,
35,F2,24/08/96,Beauvais,St Etienne,0,0,D,,,,,,,,,,,,,,,,,,,,,
36,F2,24/08/96,Chateauroux,St Brieuc,2,0,H,,,,,,,,,,,,,,,,,,,,,
37,F2,24/08/96,Epinal,Mulhouse,3,1,H,,,,,,,,,,,,,,,,,,,,,
38,F2,24/08/96,Gueugnon,Red Star 93,1,1,D,,,,,,,,,,,,,,,,,,,,,
39,F2,24/08/96,Le Mans,Amiens,2,0,H,,,,,,,,,,,,,,,,,,,,,
40,F2,24/08/96,Lorient,Laval,2,2,D,,,,,,,,,,,,,,,,,,,,,
41,F2,24/08/96,Martigues,Charleville,3,0,H,,,,,,,,,,,,,,,,,,,,,
42,F2,24/08/96,Niort,Troyes,3,1,H,,,,,,,,,,,,,,,,,,,,,
43,F2,24/08/96,Perpignan,Sochaux,0,0,D,,,,,,,,,,,,,,,,,,,,,
44,F2,24/08/96,Toulon,Louhans-Cuis.,2,2,D,,,,,,,,,,,,,,,,,,,,,
45,F2,24/08/96,Toulouse,Valence,2,0,H,,,,,,,,,,,,,,,,,,,,,
46,F2,27/08/96,Amiens,Toulouse,1,3,A,,,,,,,,,,,,,,,,,,,,,
47,F2,27/08/96,Charleville,Toulon,0,3,A,,,,,,,,,,,,,,,,,,,,,
48,F2,27/08/96,Laval,Niort,1,1,D,,,,,,,,,,,,,,,,,,,,,
49,F2,27/08/96,Louhans-Cuis.,Martigues,0,0,D,,,,,,,,,,,,,,,,,,,,,
50,F2,27/08/96,Mulhouse,Chateauroux,2,0,H,,,,,,,,,,,,,,,,,,,,,
51,F2,27/08/96,Red Star 93,Epinal,1,0,H,,,,,,,,,,,,,,,,,,,,,
52,F2,27/08/96,Sochaux,Beauvais,4,1,H,,,,,,,,,,,,,,,,,,,,,
53,F2,27/08/96,St Brieuc,Le Mans,0,0,D,,,,,,,,,,,,,,,,,,,,,
54,F2,27/08/96,St Etienne,Lorient,2,2,D,,,,,,,,,,,,,,,,,,,,,
55,F2,27/08/96,Troyes,Perpignan,1,0,H,,,,,,,,,,,,,,,,,,,,,
56,F2,27/08/96,Valence,Gueugnon,0,2,A,,,,,,,,,,,,,,,,,,,,,
57,F2,04/09/96,Amiens,Sochaux,1,2,A,,,,,,,,,,,,,,,,,,,,,
58,F2,04/09/96,Chateauroux,Red Star 93,0,0,D,,,,,,,,,,,,,,,,,,,,,
59,F2,04/09/96,Epinal,Louhans-Cuis.,0,1,A,,,,,,,,,,,,,,,,,,,,,
60,F2,04/09/96,Gueugnon,Charleville,0,0,D,,,,,,,,,,,,,,,,,,,,,
61,F2,04/09/96,Le Mans,Mulhouse,2,0,H,,,,,,,,,,,,,,,,,,,,,
62,F2,04/09/96,Lorient,Beauvais,1,0,H,,,,,,,,,,,,,,,,,,,,,
63,F2,04/09/96,Martigues,Troyes,1,1,D,,,,,,,,,,,,,,,,,,,,,
64,F2,04/09/96,Niort,St Etienne,0,0,D,,,,,,,,,,,,,,,,,,,,,
65,F2,04/09/96,Perpignan,Laval,0,4,A,,,,,,,,,,,,,,,,,,,,,
66,F2,04/09/96,Toulon,Valence,1,1,D,,,,,,,,,,,,,,,,,,,,,
67,F2,04/09/96,Toulouse,St Brieuc,0,1,A,,,,,,,,,,,,,,,,,,,,,
68,F2,07/09/96,Beauvais,Niort,0,2,A,,,,,,,,,,,,,,,,,,,,,
69,F2,07/09/96,Charleville,Epinal,2,2,D,,,,,,,,,,,,,,,,,,,,,
70,F2,07/09/96,Laval,Gueugnon,3,0,H,,,,,,,,,,,,,,,,,,,,,
71,F2,07/09/96,Louhans-Cuis.,Chateauroux,0,1,A,,,,,,,,,,,,,,,,,,,,,
72,F2,07/09/96,Mulhouse,Toulouse,1,2,A,,,,,,,,,,,,,,,,,,,,,
73,F2,07/09/96,Red Star 93,Martigues,1,1,D,,,,,,,,,,,,,,,,,,,,,
74,F2,07/09/96,Sochaux,Lorient,0,1,A,,,,,,,,,,,,,,,,,,,,,
75,F2,07/09/96,St Brieuc,Amiens,1,0,H,,,,,,,,,,,,,,,,,,,,,
76,F2,07/09/96,St Etienne,Toulon,2,1,H,,,,,,,,,,,,,,,,,,,,,
77,F2,07/09/96,Troyes,Le Mans,1,1,D,,,,,,,,,,,,,,,,,,,,,
78,F2,07/09/96,Valence,Perpignan,2,1,H,,,,,,,,,,,,,,,,,,,,,
79,F2,13/09/96,Le Mans,Louhans-Cuis.,0,1,A,,,,,,,,,,,,,,,,,,,,,
80,F2,13/09/96,St Brieuc,Sochaux,1,2,A,,,,,,,,,,,,,,,,,,,,,
81,F2,14/09/96,Amiens,Mulhouse,1,0,H,,,,,,,,,,,,,,,,,,,,,
82,F2,14/09/96,Chateauroux,Charleville,1,0,H,,,,,,,,,,,,,,,,,,,,,
83,F2,14/09/96,Epinal,Valence,1,0,H,,,,,,,,,,,,,,,,,,,,,
84,F2,14/09/96,Gueugnon,Troyes,0,2,A,,,,,,,,,,,,,,,,,,,,,
85,F2,14/09/96,Martigues,Beauvais,4,0,H,,,,,,,,,,,,,,,,,,,,,
86,F2,14/09/96,Niort,Lorient,2,0,H,,,,,,,,,,,,,,,,,,,,,
87,F2,14/09/96,Perpignan,St Etienne,1,0,H,,,,,,,,,,,,,,,,,,,,,
88,F2,14/09/96,Toulon,Laval,4,1,H,,,,,,,,,,,,,,,,,,,,,
89,F2,14/09/96,Toulouse,Red Star 93,3,2,H,,,,,,,,,,,,,,,,,,,,,
90,F2,18/09/96,Beauvais,Gueugnon,2,1,H,,,,,,,,,,,,,,,,,,,,,
91,F2,18/09/96,Charleville,Le Mans,2,2,D,,,,,,,,,,,,,,,,,,,,,
92,F2,18/09/96,Laval,Martigues,0,1,A,,,,,,,,,,,,,,,,,,,,,
93,F2,18/09/96,Lorient,Perpignan,0,0,D,,,,,,,,,,,,,,,,,,,,,
94,F2,18/09/96,Louhans-Cuis.,Toulouse,2,0,H,,,,,,,,,,,,,,,,,,,,,
95,F2,18/09/96,Mulhouse,St Brieuc,0,1,A,,,,,,,,,,,,,,,,,,,,,
96,F2,18/09/96,Red Star 93,Amiens,1,1,D,,,,,,,,,,,,,,,,,,,,,
97,F2,18/09/96,Sochaux,Niort,0,0,D,,,,,,,,,,,,,,,,,,,,,
98,F2,18/09/96,St Etienne,Epinal,3,0,H,,,,,,,,,,,,,,,,,,,,,
99,F2,18/09/96,Troyes,Toulon,5,0,H,,,,,,,,,,,,,,,,,,,,,
100,F2,18/09/96,Valence,Chateauroux,1,0,H,,,,,,,,,,,,,,,,,,,,,
101,F2,21/09/96,Amiens,Louhans-Cuis.,2,0,H,,,,,,,,,,,,,,,,,,,,,
102,F2,21/09/96,Chateauroux,Troyes,0,0,D,,,,,,,,,,,,,,,,,,,,,
103,F2,21/09/96,Epinal,Laval,1,1,D,,,,,,,,,,,,,,,,,,,,,
104,F2,21/09/96,Gueugnon,Lorient,1,0,H,,,,,,,,,,,,,,,,,,,,,
105,F2,21/09/96,Le Mans,Valence,2,0,H,,,,,,,,,,,,,,,,,,,,,
106,F2,21/09/96,Martigues,St Etienne,0,0,D,,,,,,,,,,,,,,,,,,,,,
107,F2,21/09/96,Mulhouse,Sochaux,0,0,D,,,,,,,,,,,,,,,,,,,,,
108,F2,21/09/96,Perpignan,Niort,3,0,H,,,,,,,,,,,,,,,,,,,,,
109,F2,21/09/96,St Brieuc,Red Star 93,1,1,D,,,,,,,,,,,,,,,,,,,,,
110,F2,21/09/96,Toulon,Beauvais,1,1,D,,,,,,,,,,,,,,,,,,,,,
111,F2,21/09/96,Toulouse,Charleville,2,0,H,,,,,,,,,,,,,,,,,,,,,
112,F2,27/09/96,Sochaux,Toulouse,0,0,D,,,,,,,,,,,,,,,,,,,,,
113,F2,28/09/96,Charleville,Amiens,0,0,D,,,,,,,,,,,,,,,,,,,,,
114,F2,28/09/96,Laval,Le Mans,1,2,A,,,,,,,,,,,,,,,,,,,,,
115,F2,28/09/96,Lorient,Toulon,2,1,H,,,,,,,,,,,,,,,,,,,,,
116,F2,28/09/96,Louhans-Cuis.,St Brieuc,1,1,D,,,,,,,,,,,,,,,,,,,,,
117,F2,28/09/96,Niort,Gueugnon,0,0,D,,,,,,,,,,,,,,,,,,,,,
118,F2,28/09/96,Red Star 93,Mulhouse,2,2,D,,,,,,,,,,,,,,,,,,,,,
119,F2,28/09/96,St Etienne,Chateauroux,2,0,H,,,,,,,,,,,,,,,,,,,,,
120,F2,28/09/96,Troyes,Epinal,2,0,H,,,,,,,,,,,,,,,,,,,,,
121,F2,29/09/96,Beauvais,Perpignan,1,0,H,,,,,,,,,,,,,,,,,,,,,
122,F2,29/09/96,Valence,Martigues,2,2,D,,,,,,,,,,,,,,,,,,,,,
123,F2,02/10/96,Amiens,Valence,2,2,D,,,,,,,,,,,,,,,,,,,,,
124,F2,02/10/96,Chateauroux,Laval,4,1,H,,,,,,,,,,,,,,,,,,,,,
125,F2,02/10/96,Epinal,Beauvais,2,0,H,,,,,,,,,,,,,,,,,,,,,
126,F2,02/10/96,Gueugnon,Perpignan,3,1,H,,,,,,,,,,,,,,,,,,,,,
127,F2,02/10/96,Le Mans,St Etienne,2,0,H,,,,,,,,,,,,,,,,,,,,,
128,F2,02/10/96,Martigues,Lorient,3,1,H,,,,,,,,,,,,,,,,,,,,,
129,F2,02/10/96,Mulhouse,Louhans-Cuis.,2,0,H,,,,,,,,,,,,,,,,,,,,,
130,F2,02/10/96,Red Star 93,Sochaux,7,2,H,,,,,,,,,,,,,,,,,,,,,
131,F2,02/10/96,St Brieuc,Charleville,4,1,H,,,,,,,,,,,,,,,,,,,,,
132,F2,02/10/96,Toulon,Niort,2,2,D,,,,,,,,,,,,,,,,,,,,,
133,F2,02/10/96,Toulouse,Troyes,0,1,A,,,,,,,,,,,,,,,,,,,,,
134,F2,05/10/96,Beauvais,Chateauroux,0,0,D,,,,,,,,,,,,,,,,,,,,,
135,F2,05/10/96,Charleville,Mulhouse,0,1,A,,,,,,,,,,,,,,,,,,,,,
136,F2,05/10/96,Laval,Toulouse,2,1,H,,,,,,,,,,,,,,,,,,,,,
137,F2,05/10/96,Lorient,Epinal,0,0,D,,,,,,,,,,,,,,,,,,,,,
138,F2,05/10/96,Louhans-Cuis.,Red Star 93,0,1,A,,,,,,,,,,,,,,,,,,,,,
139,F2,05/10/96,Perpignan,Toulon,1,1,D,,,,,,,,,,,,,,,,,,,,,
140,F2,05/10/96,Sochaux,Le Mans,1,1,D,,,,,,,,,,,,,,,,,,,,,
141,F2,05/10/96,St Etienne,Gueugnon,2,1,H,,,,,,,,,,,,,,,,,,,,,
142,F2,05/10/96,Troyes,Amiens,2,2,D,,,,,,,,,,,,,,,,,,,,,
