Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,SP1,21/08/99,Ath Bilbao,Betis,1,0,H,0,0,D,,,,,,,,,,,
3,SP1,21/08/99,Mallorca,Real Madrid,1,2,A,0,0,D,,,,,,,,,,,
4,SP1,21/08/99,Valencia,Santander,1,2,A,0,1,A,,,,,,,,,,,
5,SP1,22/08/99,Ath Madrid,Vallecano,0,2,A,0,1,A,,,,,,,,,,,
6,SP1,22/08/99,Barcelona,Zaragoza,2,0,H,0,0,D,,,,,,,,,,,
7,SP1,22/08/99,La Coruna,Alaves,4,1,H,3,1,H,,,,,,,,,,,
8,SP1,22/08/99,Malaga,Espanol,1,0,H,0,0,D,,,,,,,,,,,
9,SP1,22/08/99,Numancia,Valladolid,1,0,H,1,0,H,,,,,,,,,,,
10,SP1,22/08/99,Oviedo,Celta,1,0,H,0,0,D,,,,,,,,,,,
11,SP1,22/08/99,Sevilla,Sociedad,2,2,D,2,1,H,,,,,,,,,,,
12,SP1,28/08/99,Sociedad,Ath Madrid,4,1,H,0,1,A,,,,,,,,,,,
13,SP1,29/08/99,Alaves,Malaga,2,1,H,0,1,A,,,,,,,,,,,
14,SP1,29/08/99,Betis,La Coruna,0,0,D,0,0,D,,,,,,,,,,,
15,SP1,29/08/99,Celta,Sevilla,2,1,H,1,0,H,,,,,,,,,,,
16,SP1,29/08/99,Espanol,Valencia,3,2,H,2,0,H,,,,,,,,,,,
17,SP1,29/08/99,Real Madrid,Numancia,4,1,H,0,0,D,,,,,,,,,,,
18,SP1,29/08/99,Santander,Barcelona,1,2,A,0,2,A,,,,,,,,,,,
19,SP1,29/08/99,Valladolid,Ath Bilbao,1,0,H,1,0,H,,,,,,,,,,,
20,SP1,29/08/99,Vallecano,Mallorca,2,1,H,0,1,A,,,,,,,,,,,
21,SP1,29/08/99,Zaragoza,Oviedo,4,0,H,2,0,H,,,,,,,,,,,
22,SP1,11/09/99,Barcelona,Espanol,3,0,H,0,0,D,,,,,,,,,,,
