Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,SP1,03/09/94,Sevilla,Real Madrid,1,4,A,,,,,,,,,,,,,,,,,,,,,
3,SP1,04/09/94,Albacete,Celta,1,1,D,,,,,,,,,,,,,,,,,,,,,
4,SP1,04/09/94,Ath Bilbao,La Coruna,0,2,A,,,,,,,,,,,,,,,,,,,,,
5,SP1,04/09/94,Ath Madrid,Valencia,2,4,A,,,,,,,,,,,,,,,,,,,,,
6,SP1,04/09/94,Compostela,Sociedad,0,2,A,,,,,,,,,,,,,,,,,,,,,
7,SP1,04/09/94,Espanol,Oviedo,4,2,H,,,,,,,,,,,,,,,,,,,,,
8,SP1,04/09/94,Logrones,Betis,0,0,D,,,,,,,,,,,,,,,,,,,,,
9,SP1,04/09/94,Santander,Valladolid,0,0,D,,,,,,,,,,,,,,,,,,,,,
10,SP1,04/09/94,Sp Gijon,Barcelona,2,1,H,,,,,,,,,,,,,,,,,,,,,
11,SP1,04/09/94,Zaragoza,Tenerife,2,2,D,,,,,,,,,,,,,,,,,,,,,
12,SP1,10/09/94,Barcelona,Santander,2,1,H,,,,,,,,,,,,,,,,,,,,,
13,SP1,10/09/94,Celta,Ath Bilbao,1,1,D,,,,,,,,,,,,,,,,,,,,,
14,SP1,10/09/94,La Coruna,Sp Gijon,2,1,H,,,,,,,,,,,,,,,,,,,,,
15,SP1,10/09/94,Real Madrid,Logrones,2,0,H,,,,,,,,,,,,,,,,,,,,,
16,SP1,10/09/94,Tenerife,Ath Madrid,1,0,H,,,,,,,,,,,,,,,,,,,,,
17,SP1,11/09/94,Betis,Albacete,4,1,H,,,,,,,,,,,,,,,,,,,,,
18,SP1,11/09/94,Oviedo,Compostela,2,2,D,,,,,,,,,,,,,,,,,,,,,
19,SP1,11/09/94,Sociedad,Zaragoza,1,2,A,,,,,,,,,,,,,,,,,,,,,
20,SP1,11/09/94,Valencia,Sevilla,0,1,A,,,,,,,,,,,,,,,,,,,,,
21,SP1,11/09/94,Valladolid,Espanol,0,4,A,,,,,,,,,,,,,,,,,,,,,
22,SP1,18/09/94,Albacete,Real Madrid,1,1,D,,,,,,,,,,,,,,,,,,,,,
23,SP1,18/09/94,Ath Bilbao,Betis,1,0,H,,,,,,,,,,,,,,,,,,,,,
24,SP1,18/09/94,Ath Madrid,Sociedad,2,1,H,,,,,,,,,,,,,,,,,,,,,
25,SP1,18/09/94,Compostela,Valladolid,1,0,H,,,,,,,,,,,,,,,,,,,,,
26,SP1,18/09/94,Espanol,Barcelona,0,0,D,,,,,,,,,,,,,,,,,,,,,
27,SP1,18/09/94,Santander,La Coruna,1,2,A,,,,,,,,,,,,,,,,,,,,,
28,SP1,18/09/94,Sevilla,Logrones,1,0,H,,,,,,,,,,,,,,,,,,,,,
29,SP1,18/09/94,Sp Gijon,Celta,0,0,D,,,,,,,,,,,,,,,,,,,,,
30,SP1,18/09/94,Valencia,Tenerife,2,1,H,,,,,,,,,,,,,,,,,,,,,
31,SP1,18/09/94,Zaragoza,Oviedo,2,1,H,,,,,,,,,,,,,,,,,,,,,
32,SP1,24/09/94,Barcelona,Compostela,4,0,H,,,,,,,,,,,,,,,,,,,,,
33,SP1,24/09/94,La Coruna,Espanol,1,1,D,,,,,,,,,,,,,,,,,,,,,
34,SP1,24/09/94,Real Madrid,Ath Bilbao,4,0,H,,,,,,,,,,,,,,,,,,,,,
35,SP1,24/09/94,Valladolid,Zaragoza,2,0,H,,,,,,,,,,,,,,,,,,,,,
36,SP1,25/09/94,Betis,Sp Gijon,5,0,H,,,,,,,,,,,,,,,,,,,,,
37,SP1,25/09/94,Celta,Santander,2,1,H,,,,,,,,,,,,,,,,,,,,,
38,SP1,25/09/94,Logrones,Albacete,1,1,D,,,,,,,,,,,,,,,,,,,,,
39,SP1,25/09/94,Oviedo,Ath Madrid,1,0,H,,,,,,,,,,,,,,,,,,,,,
40,SP1,25/09/94,Sociedad,Valencia,0,2,A,,,,,,,,,,,,,,,,,,,,,
41,SP1,25/09/94,Tenerife,Sevilla,0,0,D,,,,,,,,,,,,,,,,,,,,,
42,SP1,01/10/94,Compostela,La Coruna,0,1,A,,,,,,,,,,,,,,,,,,,,,
43,SP1,01/10/94,Valencia,Oviedo,1,0,H,,,,,,,,,,,,,,,,,,,,,
44,SP1,02/10/94,Ath Bilbao,Logrones,1,0,H,,,,,,,,,,,,,,,,,,,,,
45,SP1,02/10/94,Ath Madrid,Valladolid,6,0,H,,,,,,,,,,,,,,,,,,,,,
46,SP1,02/10/94,Espanol,Celta,0,0,D,,,,,,,,,,,,,,,,,,,,,
47,SP1,02/10/94,Santander,Betis,0,0,D,,,,,,,,,,,,,,,,,,,,,
48,SP1,02/10/94,Sevilla,Albacete,0,2,A,,,,,,,,,,,,,,,,,,,,,
49,SP1,02/10/94,Sp Gijon,Real Madrid,1,0,H,,,,,,,,,,,,,,,,,,,,,
50,SP1,02/10/94,Tenerife,Sociedad,3,0,H,,,,,,,,,,,,,,,,,,,,,
51,SP1,02/10/94,Zaragoza,Barcelona,2,1,H,,,,,,,,,,,,,,,,,,,,,
52,SP1,08/10/94,Barcelona,Ath Madrid,4,3,H,,,,,,,,,,,,,,,,,,,,,
53,SP1,09/10/94,Albacete,Ath Bilbao,1,2,A,,,,,,,,,,,,,,,,,,,,,
54,SP1,09/10/94,Betis,Espanol,3,1,H,,,,,,,,,,,,,,,,,,,,,
55,SP1,09/10/94,Celta,Compostela,1,2,A,,,,,,,,,,,,,,,,,,,,,
56,SP1,09/10/94,La Coruna,Zaragoza,3,3,D,,,,,,,,,,,,,,,,,,,,,
57,SP1,09/10/94,Logrones,Sp Gijon,1,3,A,,,,,,,,,,,,,,,,,,,,,
58,SP1,09/10/94,Oviedo,Tenerife,1,2,A,,,,,,,,,,,,,,,,,,,,,
59,SP1,09/10/94,Real Madrid,Santander,3,1,H,,,,,,,,,,,,,,,,,,,,,
60,SP1,09/10/94,Sociedad,Sevilla,0,0,D,,,,,,,,,,,,,,,,,,,,,
61,SP1,09/10/94,Valladolid,Valencia,2,0,H,,,,,,,,,,,,,,,,,,,,,
