Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,SP1,02/09/95,La Coruna,Valencia,3,0,H,2,0,H,,,,,,,,,,,
3,SP1,02/09/95,Sp Gijon,Albacete,3,0,H,3,0,H,,,,,,,,,,,
4,SP1,03/09/95,Ath Bilbao,Santander,4,0,H,2,0,H,,,,,,,,,,,
5,SP1,03/09/95,Ath Madrid,Sociedad,4,1,H,1,1,D,,,,,,,,,,,
6,SP1,03/09/95,Celta,Compostela,0,1,A,0,0,D,,,,,,,,,,,
7,SP1,03/09/95,Espanol,Salamanca,3,1,H,2,1,H,,,,,,,,,,,
8,SP1,03/09/95,Merida,Betis,1,1,D,1,1,D,,,,,,,,,,,
9,SP1,03/09/95,Sevilla,Tenerife,0,1,A,0,0,D,,,,,,,,,,,
10,SP1,03/09/95,Valladolid,Barcelona,0,2,A,0,0,D,,,,,,,,,,,
11,SP1,03/09/95,Vallecano,Real Madrid,1,5,A,0,1,A,,,,,,,,,,,
12,SP1,03/09/95,Zaragoza,Oviedo,1,0,H,1,0,H,,,,,,,,,,,
13,SP1,09/09/95,Albacete,Sevilla,3,2,H,2,1,H,,,,,,,,,,,
14,SP1,09/09/95,Barcelona,Merida,2,2,D,1,1,D,,,,,,,,,,,
15,SP1,09/09/95,Betis,Zaragoza,3,1,H,2,0,H,,,,,,,,,,,
16,SP1,09/09/95,Real Madrid,Ath Bilbao,1,2,A,0,0,D,,,,,,,,,,,
17,SP1,10/09/95,Compostela,La Coruna,4,0,H,2,0,H,,,,,,,,,,,
18,SP1,10/09/95,Oviedo,Vallecano,2,0,H,1,0,H,,,,,,,,,,,
19,SP1,10/09/95,Salamanca,Celta,0,1,A,0,0,D,,,,,,,,,,,
20,SP1,10/09/95,Santander,Ath Madrid,0,4,A,0,0,D,,,,,,,,,,,
21,SP1,10/09/95,Sociedad,Sp Gijon,2,0,H,1,0,H,,,,,,,,,,,
22,SP1,10/09/95,Tenerife,Espanol,1,4,A,0,2,A,,,,,,,,,,,
23,SP1,10/09/95,Valencia,Valladolid,1,0,H,0,0,D,,,,,,,,,,,
24,SP1,16/09/95,Ath Bilbao,Ath Madrid,0,2,A,0,1,A,,,,,,,,,,,
25,SP1,17/09/95,Celta,Tenerife,2,2,D,2,2,D,,,,,,,,,,,
26,SP1,17/09/95,Espanol,Albacete,1,0,H,0,0,D,,,,,,,,,,,
27,SP1,17/09/95,La Coruna,Salamanca,2,0,H,1,0,H,,,,,,,,,,,
28,SP1,17/09/95,Merida,Valencia,0,2,A,0,0,D,,,,,,,,,,,
29,SP1,17/09/95,Real Madrid,Oviedo,2,3,A,2,2,D,,,,,,,,,,,
30,SP1,17/09/95,Sevilla,Sociedad,2,1,H,1,1,D,,,,,,,,,,,
31,SP1,17/09/95,Sp Gijon,Santander,4,2,H,2,1,H,,,,,,,,,,,
32,SP1,17/09/95,Valladolid,Compostela,0,0,D,0,0,D,,,,,,,,,,,
33,SP1,17/09/95,Vallecano,Betis,1,2,A,1,1,D,,,,,,,,,,,
34,SP1,17/09/95,Zaragoza,Barcelona,0,3,A,0,0,D,,,,,,,,,,,
35,SP1,23/09/95,Barcelona,Vallecano,2,0,H,1,0,H,,,,,,,,,,,
36,SP1,23/09/95,Betis,Real Madrid,0,0,D,0,0,D,,,,,,,,,,,
37,SP1,23/09/95,Santander,Sevilla,1,1,D,1,1,D,,,,,,,,,,,
38,SP1,24/09/95,Albacete,Celta,4,0,H,0,0,D,,,,,,,,,,,
39,SP1,24/09/95,Ath Madrid,Sp Gijon,2,0,H,1,0,H,,,,,,,,,,,
40,SP1,24/09/95,Compostela,Merida,1,0,H,1,0,H,,,,,,,,,,,
41,SP1,24/09/95,Oviedo,Ath Bilbao,0,0,D,0,0,D,,,,,,,,,,,
42,SP1,24/09/95,Salamanca,Valladolid,0,0,D,0,0,D,,,,,,,,,,,
43,SP1,24/09/95,Sociedad,Espanol,0,1,A,0,1,A,,,,,,,,,,,
44,SP1,24/09/95,Tenerife,La Coruna,1,1,D,0,0,D,,,,,,,,,,,
45,SP1,24/09/95,Valencia,Zaragoza,0,0,D,0,0,D,,,,,,,,,,,
46,SP1,30/09/95,Ath Bilbao,Sp Gijon,2,1,H,1,0,H,,,,,,,,,,,
47,SP1,30/09/95,Real Madrid,Barcelona,1,1,D,1,1,D,,,,,,,,,,,
48,SP1,01/10/95,Celta,Sociedad,1,1,D,1,1,D,,,,,,,,,,,
49,SP1,01/10/95,Espanol,Santander,1,0,H,0,0,D,,,,,,,,,,,
50,SP1,01/10/95,La Coruna,Albacete,5,0,H,1,0,H,,,,,,,,,,,
51,SP1,01/10/95,Merida,Salamanca,0,0,D,0,0,D,,,,,,,,,,,
52,SP1,01/10/95,Oviedo,Betis,0,1,A,0,1,A,,,,,,,,,,,
53,SP1,01/10/95,Sevilla,Ath Madrid,0,0,D,0,0,D,,,,,,,,,,,
54,SP1,01/10/95,Valladolid,Tenerife,3,0,H,2,0,H,,,,,,,,,,,
55,SP1,01/10/95,Vallecano,Valencia,3,2,H,0,0,D,,,,,,,,,,,
56,SP1,01/10/95,Zaragoza,Compostela,1,0,H,1,0,H,,,,,,,,,,,
57,SP1,04/10/95,Albacete,Valladolid,4,2,H,2,1,H,,,,,,,,,,,
58,SP1,04/10/95,Barcelona,Oviedo,4,1,H,3,0,H,,,,,,,,,,,
59,SP1,04/10/95,Betis,Ath Bilbao,0,0,D,0,0,D,,,,,,,,,,,
60,SP1,04/10/95,Compostela,Vallecano,1,0,H,1,0,H,,,,,,,,,,,
61,SP1,04/10/95,Salamanca,Zaragoza,0,1,A,0,1,A,,,,,,,,,,,
62,SP1,04/10/95,Santander,Celta,2,1,H,1,1,D,,,,,,,,,,,
63,SP1,04/10/95,Sociedad,La Coruna,2,1,H,1,1,D,,,,,,,,,,,
64,SP1,04/10/95,Sp Gijon,Sevilla,3,1,H,1,1,D,,,,,,,,,,,
65,SP1,04/10/95,Tenerife,Merida,1,0,H,1,0,H,,,,,,,,,,,
66,SP1,04/10/95,Valencia,Real Madrid,4,3,H,3,0,H,,,,,,,,,,,
67,SP1,05/10/95,Ath Madrid,Espanol,2,1,H,1,1,D,,,,,,,,,,,
68,SP1,07/10/95,Betis,Barcelona,1,5,A,0,2,A,,,,,,,,,,,
69,SP1,08/10/95,Ath Bilbao,Sevilla,1,1,D,0,0,D,,,,,,,,,,,
70,SP1,08/10/95,Celta,Ath Madrid,0,3,A,0,1,A,,,,,,,,,,,
