Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA
345,SP2,07/04/01,U.Las Palmas,Cordoba,0,2,A,0,1,A,2.57,2.62,2.8,2.45,2.8,2.45
346,SP2,08/04/01,Albacete,Getafe,2,1,H,0,1,A,1.47,3.4,6.5,1.5,3.2,5
347,SP2,08/04/01,Eibar,Ferrol,1,1,D,1,1,D,1.75,3,4.45,1.8,2.9,3.6
348,SP2,08/04/01,Extremadura,Badajoz,1,0,H,1,0,H,2.1,2.75,3.45,2,2.8,3.1
349,SP2,08/04/01,Leganes,Levante,1,0,H,0,0,D,2.55,2.5,2.95,2.3,2.7,2.7
350,SP2,08/04/01,Murcia,Betis,1,3,A,0,1,A,2.67,2.55,2.75,2.5,2.8,2.4
351,SP2,08/04/01,Salamanca,Compostela,1,2,A,1,0,H,1.55,3.3,5.55,1.6,3,4.5
352,SP2,08/04/01,Sp Gijon,Elche,2,1,H,1,0,H,1.65,3.1,5,1.6,3,4.5
353,SP2,08/04/01,Tenerife,Ath Madrid,1,2,A,0,1,A,2,2.9,3.55,2.1,2.8,3
354,SP2,14/04/01,Compostela,Sevilla,0,2,A,0,1,A,,,,,,
355,SP2,14/04/01,Cordoba,Tenerife,1,0,H,0,0,D,,,,,,
356,SP2,15/04/01,Ath Madrid,Extremadura,2,0,H,0,0,D,,,,,,
357,SP2,15/04/01,Badajoz,Eibar,1,0,H,0,0,D,,,,,,
358,SP2,15/04/01,Betis,Salamanca,2,1,H,1,1,D,,,,,,
359,SP2,15/04/01,Elche,U.Las Palmas,0,1,A,0,0,D,,,,,,
360,SP2,15/04/01,Getafe,Sp Gijon,3,1,H,2,0,H,,,,,,
361,SP2,15/04/01,Jaen,Lleida,2,1,H,1,0,H,,,,,,
362,SP2,15/04/01,Levante,Albacete,0,0,D,0,0,D,,,,,,
363,SP2,15/04/01,Ferrol,Murcia,1,1,D,0,1,A,,,,,,
364,SP2,15/04/01,Recreativo,Leganes,1,1,D,0,1,A,,,,,,
365,SP2,21/04/01,Leganes,Jaen,0,0,D,0,0,D,2.1,2.8,3.35,2.1,2.8,3
366,SP2,21/04/01,Tenerife,U.Las Palmas,2,0,H,0,0,D,1.37,3.75,7.25,1.4,3.6,5.5
367,SP2,22/04/01,Albacete,Recreativo,0,2,A,0,1,A,2,2.75,3.7,2,2.8,3.1
368,SP2,22/04/01,Eibar,Ath Madrid,2,1,H,2,0,H,3.15,2.7,2.25,3,2.8,2.1
369,SP2,22/04/01,Extremadura,Cordoba,1,0,H,0,0,D,2.2,2.65,3.3,2.2,2.8,2.8
370,SP2,22/04/01,Getafe,Elche,1,1,D,1,1,D,2.15,2.7,3.4,2,2.8,3.1
371,SP2,22/04/01,Lleida,Compostela,1,2,A,1,1,D,2.55,2.75,2.65,2.45,2.8,2.45
372,SP2,22/04/01,Murcia,Badajoz,0,0,D,0,0,D,2.2,2.65,3.3,2.2,2.8,2.8
373,SP2,22/04/01,Salamanca,Ferrol,1,1,D,1,1,D,1.75,3,4.4,1.8,3,3.5
374,SP2,22/04/01,Sevilla,Betis,1,1,D,1,0,H,2.2,2.8,3.1,2.4,2.8,2.5
375,SP2,22/04/01,Sp Gijon,Levante,1,2,A,1,0,H,1.85,2.8,4.25,1.8,3,3.5
376,SP2,28/04/01,Ath Madrid,Murcia,0,3,A,0,1,A,,,,,,
377,SP2,28/04/01,Badajoz,Salamanca,0,1,A,0,0,D,,,,,,
378,SP2,28/04/01,Betis,Lleida,4,1,H,2,1,H,,,,,,
379,SP2,28/04/01,Compostela,Leganes,1,1,D,0,1,A,,,,,,
380,SP2,29/04/01,Cordoba,Eibar,2,0,H,0,0,D,1.85,2.85,4.2,1.9,2.8,3.3
381,SP2,29/04/01,Elche,Tenerife,0,2,A,0,0,D,3.33,2.75,2.15,2.8,2.8,2.2
382,SP2,29/04/01,Jaen,Albacete,3,0,H,1,0,H,2.2,2.75,3.2,2.2,2.8,2.8
383,SP2,29/04/01,Levante,Getafe,3,3,D,1,2,A,1.7,3,4.8,1.65,2.9,4.2
384,SP2,29/04/01,Ferrol,Sevilla,1,1,D,1,0,H,3.45,2.7,2.12,3.1,2.8,2
385,SP2,29/04/01,Recreativo,Sp Gijon,1,1,D,0,1,A,,,,,,
386,SP2,29/04/01,U.Las Palmas,Extremadura,1,0,H,0,0,D,2.67,2.7,2.6,2.45,2.8,2.45
387,SP2,05/05/01,Eibar,U.Las Palmas,3,0,H,1,0,H,,,,,,
388,SP2,05/05/01,Getafe,Recreativo,0,1,A,0,0,D,,,,,,
389,SP2,05/05/01,Levante,Elche,3,3,D,1,1,D,,,,,,
390,SP2,05/05/01,Lleida,Ferrol,0,1,A,0,1,A,,,,,,
391,SP2,06/05/01,Albacete,Compostela,2,0,H,1,0,H,1.6,3.2,5,1.55,3.1,4.7
392,SP2,06/05/01,Extremadura,Tenerife,1,0,H,1,0,H,2.75,2.85,2.4,2.45,2.8,2.45
393,SP2,06/05/01,Leganes,Betis,1,1,D,1,0,H,3,2.9,2.2,3.1,2.7,2.1
394,SP2,06/05/01,Murcia,Cordoba,0,0,D,0,0,D,2.15,2.85,3.15,2.3,2.7,2.7
395,SP2,06/05/01,Salamanca,Ath Madrid,1,3,A,0,2,A,2.5,2.85,2.6,2.5,2.7,2.5
396,SP2,06/05/01,Sevilla,Badajoz,5,2,H,2,0,H,1.4,3.5,7.25,1.45,3,6
397,SP2,06/05/01,Sp Gijon,Jaen,1,0,H,0,0,D,1.75,3.1,4.15,1.75,2.9,3.8
398,SP2,12/05/01,Ath Madrid,Sevilla,2,0,H,0,0,D,2.1,2.8,3.3,2.2,2.8,2.8
399,SP2,13/05/01,Badajoz,Lleida,1,0,H,1,0,H,1.5,3.15,6.4,1.4,3.6,5.5
400,SP2,13/05/01,Betis,Albacete,1,2,A,0,1,A,1.58,3.1,5.5,1.6,3.2,4.2
401,SP2,13/05/01,Compostela,Sp Gijon,1,2,A,0,1,A,2.28,2.7,3.1,2.4,2.8,2.5
402,SP2,13/05/01,Cordoba,Salamanca,1,1,D,1,0,H,2.05,2.8,3.5,2,2.8,3.1
403,SP2,13/05/01,Elche,Extremadura,3,1,H,1,0,H,2.15,2.8,3.2,2.3,2.8,2.6
404,SP2,13/05/01,Jaen,Getafe,3,1,H,1,0,H,1.85,2.9,4,1.7,2.9,4
405,SP2,13/05/01,Ferrol,Leganes,1,0,H,0,0,D,2.25,2.6,3.3,2.1,2.8,3
406,SP2,13/05/01,Recreativo,Levante,1,1,D,1,1,D,1.7,2.8,5.2,1.75,2.7,4.2
407,SP2,13/05/01,Tenerife,Eibar,0,0,D,0,0,D,1.4,3.5,7.05,1.45,3.5,5
408,SP2,13/05/01,U.Las Palmas,Murcia,2,1,H,1,0,H,2.45,2.8,2.7,2.4,2.7,2.6
409,SP2,19/05/01,Getafe,Compostela,2,1,H,0,0,D,,,,,,
410,SP2,19/05/01,Murcia,Tenerife,0,1,A,0,0,D,,,,,,
411,SP2,19/05/01,Sp Gijon,Betis,1,2,A,1,1,D,,,,,,
412,SP2,20/05/01,Albacete,Ferrol,1,0,H,0,0,D,1.57,3.4,4.8,1.55,3.2,4.7
413,SP2,20/05/01,Eibar,Extremadura,0,0,D,0,0,D,2,2.55,4,1.9,2.8,3.3
414,SP2,20/05/01,Leganes,Badajoz,0,0,D,0,0,D,2.05,2.5,4,2.1,2.7,3.1
415,SP2,20/05/01,Levante,Jaen,2,2,D,1,2,A,1.95,2.8,3.7,1.9,2.8,3.3
416,SP2,20/05/01,Lleida,Ath Madrid,1,1,D,1,0,H,,,,4.7,3.4,1.5
417,SP2,20/05/01,Recreativo,Elche,0,0,D,0,0,D,1.52,3.3,5.5,1.45,3,6
418,SP2,20/05/01,Salamanca,U.Las Palmas,4,0,H,0,0,D,1.55,3.4,5,1.55,3.2,4.7
419,SP2,20/05/01,Sevilla,Cordoba,2,0,H,1,0,H,1.4,3.65,6.5,1.4,3.3,6
420,SP2,26/05/01,Elche,Eibar,2,0,H,1,0,H,1.9,2.8,3.85,,,
421,SP2,26/05/01,Jaen,Recreativo,3,1,H,1,1,D,2.75,2.7,2.45,2.5,2.8,2.4
422,SP2,26/05/01,Ferrol,Sp Gijon,2,3,A,0,1,A,2.2,3,2.85,2.2,2.8,2.8
423,SP2,26/05/01,U.Las Palmas,Sevilla,1,3,A,1,2,A,3.3,2.85,2.05,,,
424,SP2,27/05/01,Ath Madrid,Leganes,1,0,H,0,0,D,1.35,3.65,6.5,1.35,3.8,6.2
425,SP2,27/05/01,Badajoz,Albacete,0,0,D,0,0,D,2.63,2.75,2.5,,,
426,SP2,27/05/01,Betis,Getafe,1,0,H,0,0,D,1.35,3.8,7.25,1.35,3.8,6.2
427,SP2,27/05/01,Compostela,Levante,1,1,D,0,0,D,1.9,2.9,3.45,,,
428,SP2,27/05/01,Cordoba,Lleida,3,0,H,2,0,H,1.45,3.45,6.35,,,
429,SP2,27/05/01,Extremadura,Murcia,2,0,H,1,0,H,1.95,2.7,3.85,1.9,2.4,4
430,SP2,27/05/01,Tenerife,Salamanca,1,1,D,1,0,H,1.45,3.45,5.6,1.45,3.5,5
431,SP2,02/06/01,Levante,Betis,3,2,H,2,0,H,3.05,2.9,2.15,,,
432,SP2,03/06/01,Albacete,Ath Madrid,0,1,A,0,0,D,2.35,3.05,2.57,2.3,2.9,2.5
433,SP2,03/06/01,Getafe,Ferrol,1,2,A,0,0,D,2.17,2.85,3.02,,,
434,SP2,03/06/01,Jaen,Elche,3,1,H,0,1,A,2.17,3.2,2.62,,,
435,SP2,03/06/01,Leganes,Cordoba,4,0,H,2,0,H,1.82,2.95,3.95,,,
436,SP2,03/06/01,Lleida,U.Las Palmas,4,2,H,2,1,H,2.3,2.77,2.9,,,
437,SP2,03/06/01,Murcia,Eibar,1,0,H,0,0,D,1.85,2.95,3.8,1.8,2.9,3.6
438,SP2,03/06/01,Recreativo,Compostela,2,0,H,0,0,D,1.67,3.15,4.45,,,
439,SP2,03/06/01,Salamanca,Extremadura,1,2,A,0,0,D,1.82,2.95,3.95,1.8,2.9,3.6
440,SP2,03/06/01,Sevilla,Tenerife,1,0,H,0,0,D,2.05,2.85,3.3,2,2.8,3.1
441,SP2,03/06/01,Sp Gijon,Badajoz,1,0,H,0,0,D,1.75,2.85,4.55,,,
442,SP2,09/06/01,Extremadura,Sevilla,1,1,D,1,0,H,2.55,2.85,2.5,,,
443,SP2,10/06/01,Ath Madrid,Sp Gijon,1,0,H,0,0,D,1.33,3.8,7,1.3,4,7
444,SP2,10/06/01,Badajoz,Getafe,2,2,D,1,1,D,1.8,3,3.9,,,
445,SP2,10/06/01,Betis,Recreativo,1,0,H,0,0,D,1.6,3.2,4.6,1.45,3.5,5
446,SP2,10/06/01,Compostela,Jaen,0,0,D,0,0,D,1.7,3.25,3.95,,,
447,SP2,10/06/01,Cordoba,Albacete,1,4,A,0,3,A,2.45,2.8,2.6,,,
448,SP2,10/06/01,Eibar,Salamanca,1,3,A,0,0,D,2.15,2.9,3,2,2.9,3
449,SP2,10/06/01,Murcia,Elche,0,1,A,0,1,A,2.45,2.85,2.45,,,
450,SP2,10/06/01,Ferrol,Levante,1,1,D,1,1,D,2.15,2.5,3.55,,,
451,SP2,10/06/01,Tenerife,Lleida,3,2,H,2,0,H,1.15,5.3,11,1.15,5.5,11
452,SP2,10/06/01,U.Las Palmas,Leganes,2,1,H,1,1,D,2.75,2.6,2.55,,,
453,SP2,16/06/01,Lleida,Extremadura,2,2,D,0,1,A,2.85,2.75,2.35,,,
454,SP2,16/06/01,Recreativo,Ferrol,1,2,A,1,2,A,1.6,3.1,5.15,,,
455,SP2,16/06/01,Salamanca,Murcia,1,2,A,0,1,A,1.7,3.05,4.5,,,
456,SP2,16/06/01,Sevilla,Eibar,2,1,H,1,1,D,1.4,3.6,6.65,,,
457,SP2,17/06/01,Albacete,U.Las Palmas,2,3,A,2,2,D,1.37,3.7,7.2,,,
458,SP2,17/06/01,Elche,Compostela,2,2,D,1,2,A,1.82,3.1,3.7,,,
459,SP2,17/06/01,Getafe,Ath Madrid,0,1,A,0,1,A,,,,,,
460,SP2,17/06/01,Jaen,Betis,0,2,A,0,1,A,,,,,,
461,SP2,17/06/01,Leganes,Tenerife,0,1,A,0,0,D,,,,,,
462,SP2,17/06/01,Levante,Badajoz,2,1,H,1,0,H,2,2.65,3.8,,,
463,SP2,17/06/01,Sp Gijon,Cordoba,2,2,D,0,0,D,1.72,3.05,4.3,,,
