Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,SP1,29/08/98,Alaves,Betis,0,0,D,0,0,D,,,,,,,,,,,
3,SP1,29/08/98,Valencia,Ath Madrid,1,0,H,0,0,D,,,,,,,,,,,
4,SP1,30/08/98,Celta,La Coruna,0,0,D,0,0,D,,,,,,,,,,,
5,SP1,30/08/98,Espanol,Tenerife,2,1,H,1,0,H,,,,,,,,,,,
6,SP1,30/08/98,Extremadura,Valladolid,0,0,D,0,0,D,,,,,,,,,,,
7,SP1,30/08/98,Salamanca,Mallorca,0,0,D,0,0,D,,,,,,,,,,,
8,SP1,30/08/98,Santander,Barcelona,0,0,D,0,0,D,,,,,,,,,,,
9,SP1,30/08/98,Sociedad,Oviedo,3,3,D,1,2,A,,,,,,,,,,,
10,SP1,30/08/98,Zaragoza,Ath Bilbao,2,0,H,0,0,D,,,,,,,,,,,
11,SP1,31/08/98,Real Madrid,Villareal,4,1,H,1,1,D,,,,,,,,,,,
12,SP1,12/09/98,Ath Bilbao,Santander,2,0,H,2,0,H,,,,,,,,,,,
13,SP1,12/09/98,Ath Madrid,Salamanca,2,0,H,0,0,D,,,,,,,,,,,
14,SP1,12/09/98,Barcelona,Extremadura,1,0,H,1,0,H,,,,,,,,,,,
15,SP1,12/09/98,Betis,Zaragoza,1,3,A,0,1,A,,,,,,,,,,,
16,SP1,12/09/98,La Coruna,Valencia,1,0,H,1,0,H,,,,,,,,,,,
17,SP1,12/09/98,Tenerife,Sociedad,2,2,D,1,0,H,,,,,,,,,,,
18,SP1,12/09/98,Valladolid,Real Madrid,0,1,A,0,1,A,,,,,,,,,,,
19,SP1,12/09/98,Villareal,Celta,1,1,D,1,1,D,,,,,,,,,,,
20,SP1,13/09/98,Mallorca,Espanol,2,0,H,1,0,H,,,,,,,,,,,
21,SP1,13/09/98,Oviedo,Alaves,1,0,H,1,0,H,,,,,,,,,,,
22,SP1,19/09/98,Real Madrid,Barcelona,2,2,D,2,1,H,,,,,,,,,,,
23,SP1,20/09/98,Alaves,Zaragoza,1,0,H,0,0,D,,,,,,,,,,,
24,SP1,20/09/98,Celta,Valladolid,0,0,D,0,0,D,,,,,,,,,,,
25,SP1,20/09/98,Espanol,Ath Madrid,1,1,D,0,0,D,,,,,,,,,,,
26,SP1,20/09/98,Extremadura,Ath Bilbao,0,1,A,0,0,D,,,,,,,,,,,
27,SP1,20/09/98,Oviedo,Tenerife,0,1,A,0,1,A,,,,,,,,,,,
