Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA
262,SP2,27/01/02,Santander,Extremadura,1,1,D,1,0,H,1.6,3,5.65,1.6,3,4.6,1.667,3.1,5,1.55,3.1,6
263,SP2,27/01/02,Recreativo,Albacete,3,1,H,1,0,H,2.05,2.8,3.45,2.1,2.8,3,2,2.875,3.6,2.1,2.8,3.3
264,SP2,27/01/02,Salamanca,Cordoba,0,0,D,0,0,D,1.9,2.75,4.1,1.9,2.8,3.4,1.8,3,4.333,1.9,2.8,4
265,SP2,27/01/02,Sp Gijon,Numancia,2,1,H,2,0,H,2.2,2.7,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.7,3.25
266,SP2,02/02/02,Ath Madrid,Leganes,0,2,A,0,0,D,1.3,4.1,8.15,1.3,3.8,7.5,1.3,4.333,8,1.3,4,8.5
267,SP2,02/02/02,Cordoba,Recreativo,0,0,D,0,0,D,2.4,2.65,2.92,2.4,2.6,2.7,,,,2.4,2.6,3
268,SP2,02/02/02,Elche,Salamanca,4,1,H,3,1,H,2.32,2.75,2.92,2.3,2.7,2.7,2.3,2.75,3,2.3,2.7,3
269,SP2,02/02/02,Extremadura,Burgos,2,0,H,2,0,H,2.3,2.75,2.98,2.2,2.8,2.8,2.2,2.875,3.1,2.3,2.7,3
270,SP2,02/02/02,Murcia,Levante,0,1,A,0,0,D,1.85,2.85,4.1,1.75,2.8,4,1.833,2.875,4.333,1.9,2.7,4.2
271,SP2,02/02/02,Numancia,Badajoz,1,2,A,0,1,A,2.02,2.75,3.6,2,2.6,3.4,1.909,2.8,4,2,2.8,3.6
272,SP2,02/02/02,Oviedo,Jaen,0,0,D,0,0,D,1.75,2.9,4.55,1.7,2.8,4.3,1.727,2.875,5,1.8,2.8,4.5
273,SP2,03/02/02,Albacete,Sp Gijon,1,2,A,1,1,D,1.95,2.85,3.7,1.9,2.7,3.5,1.909,2.8,4,2,2.75,3.7
274,SP2,03/02/02,Poli Ejido,Ferrol,3,0,H,1,0,H,2.55,2.85,2.55,2.5,2.7,2.5,2.7,2.8,2.5,2.8,2.75,2.4
275,SP2,03/02/02,Gimnastic,Eibar,1,0,H,0,0,D,2.25,2.8,3,2.4,2.7,2.6,2.5,2.8,2.7,,,
276,SP2,03/02/02,Xerez,Santander,2,1,H,1,0,H,2.02,2.75,3.6,2,2.6,3.4,2.1,2.8,3.4,2,2.7,3.8
277,SP2,06/02/02,Badajoz,Albacete,2,3,A,2,0,H,1.98,2.85,3.58,2,2.8,3.1,,,,2,2.75,3.7
278,SP2,06/02/02,Burgos,Santander,0,0,D,0,0,D,2.28,2.8,2.95,2.3,2.7,2.7,,,,2.1,2.8,3.3
279,SP2,06/02/02,Eibar,Oviedo,1,1,D,0,1,A,2.18,2.85,3.05,2.2,2.8,2.8,,,,2.2,2.75,3.15
280,SP2,06/02/02,Jaen,Extremadura,1,0,H,1,0,H,2.22,2.8,3.05,2.2,2.8,2.8,,,,2.3,2.7,3
281,SP2,06/02/02,Leganes,Poli Ejido,2,0,H,0,0,D,1.7,3.1,4.5,1.7,2.9,4,,,,1.75,2.9,4.6
282,SP2,06/02/02,Numancia,Xerez,1,1,D,1,0,H,2.48,2.75,2.7,2.4,2.7,2.6,,,,2.65,2.65,2.65
283,SP2,06/02/02,Ferrol,Gimnastic,1,2,A,0,1,A,1.7,3.05,4.52,1.6,3,4.6,,,,1.75,2.9,4.6
284,SP2,06/02/02,Recreativo,Elche,1,0,H,0,0,D,1.68,3,4.8,1.65,2.9,4.4,,,,1.7,2.9,5
285,SP2,06/02/02,Salamanca,Murcia,0,0,D,0,0,D,1.7,3.1,4.45,1.65,2.9,4.4,,,,1.7,2.9,5
286,SP2,06/02/02,Sp Gijon,Cordoba,3,0,H,2,0,H,1.98,2.85,3.55,1.9,2.8,3.4,,,,2,2.9,3.5
287,SP2,07/02/02,Levante,Ath Madrid,2,4,A,1,1,D,3.7,2.9,1.92,3.4,2.9,1.85,,,,3.7,3.1,1.85
288,SP2,09/02/02,Oviedo,Ferrol,2,1,H,0,1,A,1.8,3.1,4,1.8,2.8,3.7,1.8,3,4.333,1.83,2.95,4
289,SP2,09/02/02,Santander,Jaen,2,0,H,0,0,D,1.6,3.2,5.15,1.6,3,4.6,1.667,3.1,5,1.61,3,5.5
290,SP2,10/02/02,Albacete,Numancia,3,1,H,1,0,H,1.85,2.9,4.1,1.9,2.8,3.4,1.833,3,4,2,2.85,3.5
291,SP2,10/02/02,Ath Madrid,Salamanca,2,1,H,1,0,H,1.55,3.2,5.8,1.55,3.1,4.8,1.571,3,6,1.5,3.05,7
292,SP2,10/02/02,Cordoba,Badajoz,1,2,A,1,1,D,2.05,2.8,3.5,2,2.7,3.3,2.1,2.875,3.3,1.95,2.85,3.7
293,SP2,10/02/02,Poli Ejido,Levante,1,0,H,1,0,H,2.15,2.8,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.8,3.1
294,SP2,10/02/02,Elche,Sp Gijon,1,0,H,0,0,D,2.2,2.8,3.15,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1
295,SP2,10/02/02,Extremadura,Eibar,0,1,A,0,1,A,1.95,3,3.5,1.9,2.8,3.4,1.909,2.875,4,1.9,2.9,3.8
296,SP2,10/02/02,Gimnastic,Leganes,0,1,A,0,1,A,2.15,2.8,3.25,2.1,2.7,3.1,2.1,2.8,3.4,2.15,2.75,3.25
297,SP2,10/02/02,Murcia,Recreativo,2,0,H,0,0,D,2.65,2.8,2.5,2.6,2.7,2.4,2.75,2.75,2.5,2.7,2.7,2.55
298,SP2,10/02/02,Xerez,Burgos,1,0,H,1,0,H,1.9,3,3.7,2,2.8,3.1,1.909,3,3.75,1.95,2.9,3.6
299,SP2,16/02/02,Jaen,Burgos,0,0,D,0,0,D,2.4,2.8,2.75,2.4,2.6,2.7,2.4,2.8,2.8,2.4,2.75,2.8
300,SP2,16/02/02,Leganes,Oviedo,1,3,A,0,2,A,2.52,2.75,2.68,2.5,2.6,2.6,2.4,2.8,2.8,2.6,2.7,2.65
301,SP2,16/02/02,Levante,Gimnastic,2,2,D,1,0,H,2.12,2.85,3.22,2.1,2.7,3.1,2.2,2.8,3.2,2.2,2.7,3.2
302,SP2,16/02/02,Recreativo,Ath Madrid,1,3,A,0,2,A,2.55,2.75,2.62,2.6,2.6,2.5,2.6,2.8,2.6,2.55,2.7,2.7
303,SP2,17/02/02,Albacete,Xerez,3,0,H,2,0,H,2.35,2.8,2.82,2.4,2.6,2.7,2.25,2.8,3.1,2.4,2.7,2.9
304,SP2,17/02/02,Badajoz,Elche,1,3,A,1,0,H,1.9,2.95,3.7,2,2.7,3.3,1.833,3,4,2,2.8,3.6
305,SP2,17/02/02,Eibar,Santander,2,2,D,1,1,D,2.15,2.8,3.2,2.2,2.7,2.9,2.3,2.75,3.1,2.2,2.75,3.2
306,SP2,17/02/02,Numancia,Cordoba,0,2,A,0,1,A,2.1,2.85,3.25,2,2.7,3.3,2,2.8,3.75,2,2.8,3.6
307,SP2,17/02/02,Ferrol,Extremadura,2,0,H,0,0,D,2.1,2.8,3.3,2.1,2.7,3.1,2.1,2.8,3.4,2.1,2.8,3.3
308,SP2,17/02/02,Salamanca,Poli Ejido,0,2,A,0,1,A,1.5,3.35,5.85,1.45,3.2,5.7,1.444,3.4,7,1.5,3.4,5.75
309,SP2,17/02/02,Sp Gijon,Murcia,0,1,A,0,1,A,1.75,3,4.32,1.75,2.9,3.8,1.727,3.1,4.5,1.75,3,4.3
310,SP2,23/02/02,Burgos,Eibar,0,0,D,0,0,D,2.2,2.8,3.25,2.1,2.7,3.1,2,2.875,3.6,2.05,2.85,3.4
311,SP2,23/02/02,Poli Ejido,Recreativo,0,0,D,0,0,D,2.9,2.8,2.4,2.9,2.7,2.2,2.75,2.75,2.5,2.9,2.8,2.3
312,SP2,24/02/02,Ath Madrid,Sp Gijon,0,1,A,0,0,D,1.45,3.5,6.85,1.45,3.3,5.5,1.533,3.25,6,1.45,3.4,6.5
313,SP2,24/02/02,Cordoba,Albacete,3,1,H,1,0,H,2.4,2.7,3,2.3,2.7,2.7,2.3,2.7,3.1,2.3,2.7,3
314,SP2,24/02/02,Elche,Numancia,1,1,D,0,0,D,1.95,2.8,4,1.9,2.7,3.6,1.8,3,4.333,1.8,3,4
315,SP2,24/02/02,Extremadura,Leganes,2,1,H,1,0,H,2,2.9,3.5,2,2.8,3.1,2,2.875,3.6,2.1,2.85,3.2
316,SP2,24/02/02,Gimnastic,Salamanca,2,2,D,0,1,A,2.55,2.7,2.8,2.3,2.7,2.7,2.375,2.8,2.875,2.3,2.75,2.95
317,SP2,24/02/02,Murcia,Badajoz,1,1,D,1,0,H,2.35,2.8,2.95,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1
318,SP2,24/02/02,Oviedo,Levante,1,1,D,0,1,A,1.5,3.4,6.2,1.5,3.2,5,1.444,3.4,7,1.45,3.5,6.25
319,SP2,24/02/02,Santander,Ferrol,0,1,A,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.615,3.1,5.5,1.65,3.25,4.5
320,SP2,24/02/02,Xerez,Jaen,1,0,H,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.571,3.1,6,1.55,3,6.5
321,SP2,02/03/02,Leganes,Santander,1,4,A,0,2,A,2.55,2.65,2.72,2.5,2.5,2.7,2.6,2.8,2.6,2.6,2.6,2.75
322,SP2,02/03/02,Recreativo,Gimnastic,1,0,H,0,0,D,1.58,3.15,5.4,1.6,3,4.6,,,,,,
323,SP2,03/03/02,Albacete,Elche,0,2,A,0,0,D,1.85,2.85,4.1,1.8,2.7,3.9,1.8,3,4.333,1.85,2.75,4.3
324,SP2,03/03/02,Badajoz,Ath Madrid,0,1,A,0,1,A,3,2.95,2.15,3.3,2.7,2,2.875,3.1,2.2,3.5,2.85,2
325,SP2,03/03/02,Cordoba,Xerez,0,0,D,0,0,D,2.55,2.7,2.68,2.55,2.6,2.55,2.5,2.875,2.625,2.7,2.75,2.5
326,SP2,03/03/02,Eibar,Jaen,1,1,D,1,0,H,1.8,2.9,4.3,1.8,2.8,3.7,1.8,3,4,1.75,3,4.3
327,SP2,03/03/02,Levante,Extremadura,1,0,H,1,0,H,2.45,2.7,2.8,2.5,2.6,2.6,2.375,2.7,3,2.5,2.65,2.8
328,SP2,03/03/02,Numancia,Murcia,1,0,H,1,0,H,2.25,2.7,3.1,2.2,2.7,2.9,2.1,2.8,3.4,2.2,2.7,3.2
329,SP2,03/03/02,Ferrol,Burgos,3,0,H,1,0,H,2.25,2.7,3.1,2.1,2.7,3.1,2.1,2.9,3.25,2.1,2.8,3.3
330,SP2,03/03/02,Salamanca,Oviedo,3,0,H,0,0,D,2.52,2.7,2.7,2.5,2.6,2.6,2.5,2.7,2.8,2.5,2.65,2.8
331,SP2,03/03/02,Sp Gijon,Poli Ejido,1,1,D,1,1,D,1.58,3.2,5.25,1.5,3,5.3,1.571,3.25,5.5,1.5,3.3,6
332,SP2,09/03/02,Ath Madrid,Numancia,2,2,D,1,0,H,1.35,3.75,8,1.4,3.2,6.5,1.364,3.75,8,1.4,3.5,7.5
333,SP2,10/03/02,Burgos,Leganes,0,0,D,0,0,D,1.85,3,3.85,1.9,2.7,3.6,1.8,3,4.333,2,2.7,3.75
334,SP2,10/03/02,Poli Ejido,Badajoz,1,0,H,0,0,D,2.4,2.7,2.9,2.4,2.6,2.7,2.4,2.75,2.875,2.4,2.75,2.8
335,SP2,10/03/02,Elche,Cordoba,2,3,A,1,0,H,1.85,3,3.85,2,2.7,3.3,1.909,2.875,4,2,2.7,3.75
336,SP2,10/03/02,Extremadura,Salamanca,0,1,A,0,0,D,2.15,2.75,3.3,2.1,2.7,3.1,2,2.8,3.75,2.1,2.8,3.3
337,SP2,10/03/02,Gimnastic,Sp Gijon,1,1,D,1,1,D,2.6,2.6,2.75,2.5,2.6,2.6,2.6,2.8,2.6,2.5,2.8,2.65
338,SP2,10/03/02,Jaen,Ferrol,1,4,A,0,1,A,2.35,2.75,2.9,2.3,2.7,2.7,2.2,2.8,3.2,2.25,2.8,3
339,SP2,10/03/02,Murcia,Albacete,0,0,D,0,0,D,2.35,2.75,2.9,2.4,2.6,2.7,2.375,2.75,2.9,2.4,2.8,2.75
340,SP2,10/03/02,Oviedo,Recreativo,1,1,D,0,0,D,2.05,2.75,3.55,2.2,2.6,3,2.1,2.7,3.6,2.25,2.5,3.5
341,SP2,10/03/02,Santander,Levante,4,2,H,1,1,D,1.45,3.45,6.5,1.4,3.2,6.5,1.444,3.4,7,1.4,3.6,7
342,SP2,10/03/02,Xerez,Eibar,1,0,H,0,0,D,1.7,3,4.75,1.65,2.8,4.6,1.667,3,5,1.65,3,5
343,SP2,16/03/02,Albacete,Ath Madrid,2,1,H,2,1,H,2.95,2.85,2.28,2.6,2.8,2.3,3,2.8,2.3,,,
344,SP2,17/03/02,Badajoz,Gimnastic,2,1,H,1,0,H,1.85,2.9,4.15,1.85,2.9,3.4,1.8,3,4.333,,,
345,SP2,17/03/02,Cordoba,Murcia,2,1,H,0,0,D,2,2.85,3.65,2,2.8,3.1,1.909,3,3.75,,,
346,SP2,17/03/02,Elche,Xerez,4,0,H,2,0,H,2.35,2.7,3,2.3,2.7,2.7,2.25,2.8,3.1,,,
347,SP2,17/03/02,Leganes,Jaen,2,0,H,1,0,H,2.15,2.8,3.3,2.2,2.7,2.9,2,2.875,3.6,,,
348,SP2,17/03/02,Levante,Burgos,0,0,D,0,0,D,2.55,2.65,2.78,2.6,2.5,2.6,2.4,2.8,2.8,,,
349,SP2,17/03/02,Numancia,Poli Ejido,3,0,H,0,0,D,1.85,2.9,4.15,1.75,2.9,3.8,1.8,3,4.333,,,
350,SP2,17/03/02,Ferrol,Eibar,1,1,D,1,1,D,1.9,2.9,3.8,1.9,2.8,3.4,1.909,2.875,4,,,
351,SP2,17/03/02,Recreativo,Extremadura,3,2,H,2,2,D,1.65,3.1,5,1.65,2.9,4.4,1.667,3.1,5,,,
352,SP2,17/03/02,Salamanca,Santander,1,2,A,0,1,A,2.35,2.65,3.07,2.3,2.6,2.8,2.25,2.7,3.2,,,
353,SP2,17/03/02,Sp Gijon,Oviedo,0,0,D,0,0,D,2.45,2.7,2.85,2.4,2.65,2.65,2.3,2.8,3,,,
354,SP2,23/03/02,Ath Madrid,Cordoba,0,0,D,0,0,D,1.45,3.65,5.65,1.5,3.1,5.2,1.444,3.4,7,,,
355,SP2,23/03/02,Eibar,Leganes,0,0,D,0,0,D,1.75,3.05,4.15,1.9,2.7,3.6,1.833,2.875,4.333,1.95,2.85,3.75
356,SP2,23/03/02,Gimnastic,Numancia,3,1,H,3,0,H,2.2,2.85,3,2.4,2.6,2.7,2.2,2.8,3.2,2.45,2.75,2.75
357,SP2,23/03/02,Xerez,Ferrol,2,1,H,1,0,H,1.67,3.2,4.35,1.8,2.8,3.7,1.727,3.1,4.5,1.85,2.9,4
358,SP2,24/03/02,Burgos,Salamanca,0,0,D,0,0,D,2.2,2.85,3,2.3,2.6,2.8,2.2,2.7,3.3,2.2,2.6,3.4
359,SP2,24/03/02,Poli Ejido,Albacete,2,0,H,0,0,D,2.57,2.85,2.5,2.5,2.6,2.6,2.7,2.8,2.5,2.6,2.7,2.65
360,SP2,24/03/02,Extremadura,Sp Gijon,1,2,A,1,2,A,2.15,2.85,3.1,2.1,2.6,3,2.25,2.875,3,2.45,2.7,2.8
361,SP2,24/03/02,Jaen,Levante,0,1,A,0,0,D,1.92,3,3.5,1.9,2.8,3.4,1.909,2.875,4,1.95,2.85,3.75
362,SP2,24/03/02,Murcia,Elche,2,1,H,1,0,H,2.22,2.9,2.9,2.3,2.6,2.8,2.25,2.8,3.1,2.35,2.7,2.95
363,SP2,24/03/02,Oviedo,Badajoz,1,0,H,1,0,H,1.67,3,4.75,1.75,2.7,4.2,1.667,3.1,5,1.75,2.8,4.8
364,SP2,24/03/02,Santander,Recreativo,1,5,A,0,1,A,1.85,2.85,4,2,2.6,3.5,1.909,2.75,4.2,2.05,2.7,3.6
365,SP2,30/03/02,Albacete,Gimnastic,1,0,H,1,0,H,1.55,3.25,5.65,1.6,3,4.6,1.571,3.25,5.5,1.65,3,5
366,SP2,30/03/02,Cordoba,Poli Ejido,0,1,A,0,0,D,1.6,3.2,5.2,1.65,2.9,4.4,1.667,3.1,5,1.7,3,4.75
367,SP2,30/03/02,Elche,Ath Madrid,5,1,H,2,0,H,3,2.8,2.3,2.7,2.7,2.3,2.8,2.875,2.375,2.8,2.85,2.35
368,SP2,30/03/02,Leganes,Ferrol,2,2,D,1,1,D,2.35,2.7,3,2.3,2.7,2.7,2.3,2.75,3.1,2.35,2.85,2.8
369,SP2,30/03/02,Numancia,Oviedo,1,2,A,1,0,H,2.6,2.65,2.75,2.6,2.5,2.6,2.5,2.8,2.7,2.6,2.7,2.65
370,SP2,31/03/02,Badajoz,Extremadura,2,2,D,1,2,A,1.9,2.85,4,1.85,2.7,3.7,1.909,2.875,4,1.95,2.9,3.6
371,SP2,31/03/02,Levante,Eibar,0,0,D,0,0,D,2.4,2.7,2.92,2.3,2.6,2.8,2.375,2.75,2.9,2.35,2.85,2.8
372,SP2,31/03/02,Murcia,Xerez,0,0,D,0,0,D,2.67,2.7,2.6,2.6,2.6,2.5,2.5,2.8,2.7,2.6,2.75,2.6
373,SP2,31/03/02,Recreativo,Burgos,0,1,A,0,1,A,1.7,3,4.8,1.65,2.9,4.4,1.667,3.1,5,1.65,3,5
374,SP2,31/03/02,Salamanca,Jaen,0,1,A,0,1,A,1.75,3,4.5,1.75,2.8,4,1.8,3,4.333,1.75,2.9,4.5
375,SP2,31/03/02,Sp Gijon,Santander,1,1,D,0,1,A,2.35,2.7,3,2.4,2.6,2.7,2.375,2.7,3,2.4,2.75,2.8
376,SP2,06/04/02,Ath Madrid,Murcia,4,2,H,2,1,H,1.4,3.6,6.75,1.4,3.4,6,1.4,3.6,7.5,1.45,3.6,6
377,SP2,06/04/02,Xerez,Leganes,3,3,D,1,2,A,1.5,3.3,6.1,1.45,3.3,5.5,1.5,3.4,6,1.45,3.6,6
378,SP2,07/04/02,Burgos,Sp Gijon,0,0,D,0,0,D,2.35,2.65,3,2.3,2.7,2.7,2.25,2.8,3.1,2.3,2.7,3
379,SP2,07/04/02,Eibar,Salamanca,0,1,A,0,0,D,2.15,2.7,3.45,2.2,2.7,2.9,2.1,2.75,3.5,2.3,2.7,3
380,SP2,07/04/02,Poli Ejido,Elche,0,0,D,0,0,D,2.22,2.75,3.1,2.4,2.6,2.7,2.375,2.8,2.875,2.5,2.6,2.85
381,SP2,07/04/02,Extremadura,Numancia,0,2,A,0,1,A,2.05,2.65,3.7,2.1,2.7,3,2,2.875,3.6,2.3,2.7,3
382,SP2,07/04/02,Gimnastic,Cordoba,1,0,H,0,0,D,2.2,2.8,3.1,2.2,2.7,2.9,2.375,2.8,2.875,2.5,2.6,2.85
383,SP2,07/04/02,Jaen,Recreativo,1,1,D,0,0,D,2.9,2.75,2.35,2.65,2.7,2.35,2.9,2.75,2.375,3,2.8,2.25
384,SP2,07/04/02,Oviedo,Albacete,0,0,D,0,0,D,1.8,2.95,4.15,1.9,2.8,3.4,1.909,2.875,4,2,2.8,3.6
385,SP2,07/04/02,Ferrol,Levante,1,2,A,0,1,A,1.7,3,4.7,1.7,2.9,4,1.667,3.1,5,1.7,3,4.75
386,SP2,07/04/02,Santander,Badajoz,3,0,H,0,0,D,1.53,3.3,5.6,1.6,2.9,4.4,1.615,3.1,5.5,1.65,3,5
387,SP2,13/04/02,Levante,Leganes,1,2,A,1,0,H,2.05,2.75,3.5,2.1,2.6,3.2,2.2,2.75,3.25,2.2,2.65,3.3
388,SP2,13/04/02,Recreativo,Eibar,1,0,H,0,0,D,1.58,3.1,5.6,1.6,3,4.6,1.667,3.1,5,1.6,3.25,5
389,SP2,14/04/02,Albacete,Extremadura,1,1,D,1,1,D,1.6,3.15,5.1,1.6,3,4.6,1.615,3.25,5,1.7,3.1,4.5
390,SP2,14/04/02,Ath Madrid,Xerez,0,0,D,0,0,D,1.67,3.1,4.6,1.75,2.9,3.8,1.727,3.1,4.5,1.8,2.9,4.3
391,SP2,14/04/02,Badajoz,Burgos,2,3,A,1,1,D,2.1,2.75,3.4,2.2,2.7,2.9,2.25,2.8,3.1,2.25,2.9,2.9
392,SP2,14/04/02,Cordoba,Oviedo,0,1,A,0,0,D,2.4,2.75,2.8,2.6,2.5,2.6,2.5,2.75,2.75,2.65,2.65,2.65
393,SP2,14/04/02,Elche,Gimnastic,1,0,H,0,0,D,1.65,3.15,4.75,1.6,3,4.6,1.615,3.1,5.5,1.7,3.1,4.5
394,SP2,14/04/02,Murcia,Poli Ejido,0,1,A,0,0,D,1.85,2.9,4,1.9,2.8,3.4,2,2.875,3.6,2.1,2.75,3.4
395,SP2,14/04/02,Numancia,Santander,0,1,A,0,1,A,2.4,2.65,2.9,2.6,2.5,2.6,2.5,2.75,2.75,2.6,2.75,2.6
396,SP2,14/04/02,Salamanca,Ferrol,3,1,H,1,0,H,1.95,2.75,3.85,2.1,2.6,3.2,2,2.875,3.6,2.1,2.85,3.25
397,SP2,14/04/02,Sp Gijon,Jaen,3,2,H,2,1,H,1.7,3.1,4.4,,,,1.8,3,4.333,1.9,3,3.6
398,SP2,20/04/02,Burgos,Numancia,1,1,D,0,1,A,2.02,2.9,3.45,2.2,2.7,2.9,2,2.875,3.6,2.1,2.75,3.4
399,SP2,20/04/02,Eibar,Sp Gijon,2,0,H,1,0,H,2.25,2.9,2.95,2.3,2.8,2.6,2.3,2.8,3,2.35,2.7,2.9
400,SP2,20/04/02,Poli Ejido,Ath Madrid,1,2,A,0,1,A,3.2,3.05,2.05,2.6,2.8,2.3,3.6,2.875,2,3.3,2.8,2.1
401,SP2,20/04/02,Extremadura,Cordoba,3,2,H,2,0,H,2.02,3,3.35,1.9,2.9,3.2,1.909,3,3.75,1.9,2.9,3.75
402,SP2,20/04/02,Gimnastic,Murcia,1,1,D,0,0,D,2.1,2.9,3.25,2.1,2.8,3,,,,2.1,2.85,3.25
403,SP2,20/04/02,Jaen,Badajoz,0,1,A,0,0,D,2.17,2.9,3.1,2.1,2.8,3,2.1,2.8,3.4,2.1,2.85,3.25
404,SP2,20/04/02,Leganes,Salamanca,3,1,H,1,1,D,2.1,2.9,3.25,1.9,2.8,3.4,2.2,2.7,3.3,2.1,2.75,3.35
405,SP2,20/04/02,Oviedo,Elche,3,6,A,0,3,A,1.75,3.1,4.25,1.85,3,3.3,1.8,2.875,4.5,1.75,3.05,4.2
406,SP2,20/04/02,Ferrol,Recreativo,1,1,D,0,0,D,2.65,2.85,2.5,2.6,2.8,2.3,,,,2.6,2.7,2.6
407,SP2,20/04/02,Santander,Albacete,3,1,H,0,0,D,1.62,3.3,4.85,1.65,3.1,4,1.667,3.25,4.5,1.6,3.2,5
408,SP2,20/04/02,Xerez,Levante,0,1,A,0,0,D,1.42,3.75,6.35,1.5,3.4,4.7,1.4,3.6,7.5,1.44,3.45,6.5
409,SP2,27/04/02,Ath Madrid,Gimnastic,3,3,D,1,1,D,1.35,4,6.85,1.4,3.5,5.6,,,,,,
410,SP2,27/04/02,Poli Ejido,Xerez,1,1,D,0,1,A,2.6,2.65,2.65,2.55,2.6,2.55,,,,,,
411,SP2,27/04/02,Elche,Extremadura,0,0,D,0,0,D,1.73,3.2,4,1.7,3,3.9,,,,,,
412,SP2,28/04/02,Albacete,Burgos,2,1,H,1,0,H,2,2.8,3.5,2.1,2.7,3.1,,,,,,
413,SP2,28/04/02,Badajoz,Eibar,0,1,A,0,0,D,2,2.7,3.7,2.1,2.6,3.3,,,,,,
414,SP2,28/04/02,Cordoba,Santander,0,4,A,0,1,A,2.7,2.7,2.5,2.6,2.6,2.5,,,,,,
415,SP2,28/04/02,Murcia,Oviedo,1,1,D,1,0,H,2.65,2.75,2.5,2.55,2.65,2.5,,,,,,
416,SP2,28/04/02,Numancia,Jaen,1,0,H,0,0,D,1.85,3,3.7,1.9,2.9,3.2,,,,,,
417,SP2,28/04/02,Recreativo,Leganes,1,2,A,1,0,H,1.48,3.45,5.75,1.55,3,5,,,,,,
418,SP2,28/04/02,Salamanca,Levante,0,1,A,0,0,D,1.85,3,3.75,,,,,,,,,
419,SP2,28/04/02,Sp Gijon,Ferrol,5,3,H,4,1,H,1.9,2.75,4,1.9,2.7,3.6,,,,,,
420,SP2,04/05/02,Eibar,Numancia,2,0,H,0,0,D,2,2.8,3.5,2.1,2.8,3,,,,,,
421,SP2,04/05/02,Extremadura,Murcia,0,2,A,0,2,A,1.95,2.9,3.5,1.85,2.8,3.5,,,,,,
422,SP2,04/05/02,Gimnastic,Poli Ejido,2,2,D,2,1,H,1.98,2.9,3.4,,,,,,,,,
423,SP2,04/05/02,Jaen,Albacete,1,0,H,0,0,D,2.1,2.95,3.05,2.1,3,2.8,,,,,,
424,SP2,04/05/02,Leganes,Sp Gijon,0,2,A,0,1,A,2.15,2.8,3.12,2.2,2.7,2.9,,,,,,
425,SP2,04/05/02,Santander,Elche,0,0,D,0,0,D,1.68,3.1,4.45,1.65,2.9,4.4,,,,,,
426,SP2,04/05/02,Xerez,Salamanca,0,2,A,0,1,A,1.6,3.15,5,1.6,3,4.5,,,,,,
427,SP2,05/05/02,Burgos,Cordoba,0,1,A,0,1,A,2.1,2.65,3.45,,,,,,,,,
428,SP2,05/05/02,Levante,Recreativo,0,1,A,0,0,D,2.68,2.8,2.42,,,,,,,,,
429,SP2,05/05/02,Oviedo,Ath Madrid,2,3,A,1,1,D,2.25,2.85,2.9,,,,,,,,,
430,SP2,05/05/02,Ferrol,Badajoz,1,0,H,1,0,H,2.05,2.55,3.8,,,,,,,,,
431,SP2,11/05/02,Ath Madrid,Extremadura,3,2,H,2,1,H,1.7,3.6,3.6,,,,,,,,,
432,SP2,11/05/02,Cordoba,Jaen,2,1,H,1,1,D,1.85,3.2,3.65,,,,,,,,,
433,SP2,11/05/02,Gimnastic,Xerez,2,1,H,2,0,H,2.7,3,2.35,,,,,,,,,
434,SP2,11/05/02,Recreativo,Salamanca,2,0,H,2,0,H,1.5,3.5,5.65,,,,,,,,,
435,SP2,11/05/02,Sp Gijon,Levante,0,1,A,0,1,A,1.8,3.35,3.65,,,,,,,,,
436,SP2,12/05/02,Albacete,Eibar,0,0,D,0,0,D,1.95,2.85,3.8,,,,,,,,,
437,SP2,12/05/02,Badajoz,Leganes,3,2,H,2,1,H,1.83,3,4,,,,,,,,,
438,SP2,12/05/02,Poli Ejido,Oviedo,3,0,H,1,0,H,2.1,3.1,2.9,,,,,,,,,
439,SP2,12/05/02,Elche,Burgos,2,0,H,1,0,H,1.65,3.2,4.75,,,,,,,,,
440,SP2,12/05/02,Murcia,Santander,0,0,D,0,0,D,2.8,2.8,2.42,,,,,,,,,
441,SP2,12/05/02,Numancia,Ferrol,4,0,H,3,0,H,1.7,3.2,4.5,,,,,,,,,
442,SP2,18/05/02,Ferrol,Albacete,2,0,H,1,0,H,2,2.6,3.95,,,,,,,,,
443,SP2,19/05/02,Burgos,Murcia,0,1,A,0,0,D,2.25,2.85,2.9,,,,,,,2.2,2.8,3.1
444,SP2,19/05/02,Eibar,Cordoba,2,1,H,1,0,H,1.96,2.75,3.78,,,,,,,1.95,3,3.4
445,SP2,19/05/02,Extremadura,Poli Ejido,1,1,D,1,0,H,2.05,2.95,3.22,,,,,,,2.1,2.95,3.1
446,SP2,19/05/02,Jaen,Elche,0,1,A,0,0,D,2.35,3.35,2.42,,,,,,,2.2,3.4,2.55
