Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,I1,04/09/94,Bari,Lazio,0,1,A,,,,,,,,,,,,,,,,,,,,,
3,I1,04/09/94,Brescia,Juventus,1,1,D,,,,,,,,,,,,,,,,,,,,,
4,I1,04/09/94,Fiorentina,Cagliari,2,1,H,,,,,,,,,,,,,,,,,,,,,
5,I1,04/09/94,Milan,Genoa,1,0,H,,,,,,,,,,,,,,,,,,,,,
6,I1,04/09/94,Napoli,Reggiana,1,0,H,,,,,,,,,,,,,,,,,,,,,
7,I1,04/09/94,Parma,Cremonese,2,0,H,,,,,,,,,,,,,,,,,,,,,
8,I1,04/09/94,Roma,Foggia,1,1,D,,,,,,,,,,,,,,,,,,,,,
9,I1,04/09/94,Sampdoria,Padova,5,0,H,,,,,,,,,,,,,,,,,,,,,
10,I1,04/09/94,Torino,Inter,0,2,A,,,,,,,,,,,,,,,,,,,,,
11,I1,11/09/94,Cagliari,Milan,1,1,D,,,,,,,,,,,,,,,,,,,,,
12,I1,11/09/94,Cremonese,Napoli,2,0,H,,,,,,,,,,,,,,,,,,,,,
13,I1,11/09/94,Foggia,Brescia,3,1,H,,,,,,,,,,,,,,,,,,,,,
14,I1,11/09/94,Genoa,Fiorentina,1,1,D,,,,,,,,,,,,,,,,,,,,,
15,I1,11/09/94,Inter,Roma,0,1,A,,,,,,,,,,,,,,,,,,,,,
16,I1,11/09/94,Juventus,Bari,2,0,H,,,,,,,,,,,,,,,,,,,,,
17,I1,11/09/94,Lazio,Torino,3,0,H,,,,,,,,,,,,,,,,,,,,,
18,I1,11/09/94,Padova,Parma,0,3,A,,,,,,,,,,,,,,,,,,,,,
19,I1,11/09/94,Reggiana,Sampdoria,0,2,A,,,,,,,,,,,,,,,,,,,,,
20,I1,18/09/94,Bari,Reggiana,1,0,H,,,,,,,,,,,,,,,,,,,,,
21,I1,18/09/94,Brescia,Inter,0,0,D,,,,,,,,,,,,,,,,,,,,,
22,I1,18/09/94,Fiorentina,Cremonese,3,1,H,,,,,,,,,,,,,,,,,,,,,
23,I1,18/09/94,Milan,Lazio,2,1,H,,,,,,,,,,,,,,,,,,,,,
24,I1,18/09/94,Napoli,Juventus,0,2,A,,,,,,,,,,,,,,,,,,,,,
25,I1,18/09/94,Parma,Cagliari,2,1,H,,,,,,,,,,,,,,,,,,,,,
26,I1,18/09/94,Roma,Genoa,3,0,H,,,,,,,,,,,,,,,,,,,,,
27,I1,18/09/94,Sampdoria,Foggia,1,1,D,,,,,,,,,,,,,,,,,,,,,
