Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,I1,29/08/93,Atalanta,Cagliari,5,2,H,,,,,,,,,,,,,,,,,,,,,
3,I1,29/08/93,Genoa,Roma,2,0,H,,,,,,,,,,,,,,,,,,,,,
4,I1,29/08/93,Inter,Reggiana,2,1,H,,,,,,,,,,,,,,,,,,,,,
5,I1,29/08/93,Juventus,Cremonese,1,0,H,,,,,,,,,,,,,,,,,,,,,
6,I1,29/08/93,Lazio,Foggia,0,0,D,,,,,,,,,,,,,,,,,,,,,
7,I1,29/08/93,Lecce,Milan,0,1,A,,,,,,,,,,,,,,,,,,,,,
8,I1,29/08/93,Napoli,Sampdoria,1,2,A,,,,,,,,,,,,,,,,,,,,,
9,I1,29/08/93,Piacenza,Torino,0,3,A,,,,,,,,,,,,,,,,,,,,,
10,I1,29/08/93,Udinese,Parma,0,1,A,,,,,,,,,,,,,,,,,,,,,
11,I1,05/09/93,Cagliari,Udinese,1,2,A,,,,,,,,,,,,,,,,,,,,,
12,I1,05/09/93,Cremonese,Napoli,2,0,H,,,,,,,,,,,,,,,,,,,,,
13,I1,05/09/93,Foggia,Inter,1,1,D,,,,,,,,,,,,,,,,,,,,,
14,I1,05/09/93,Milan,Genoa,1,0,H,,,,,,,,,,,,,,,,,,,,,
15,I1,05/09/93,Parma,Lecce,1,0,H,,,,,,,,,,,,,,,,,,,,,
16,I1,05/09/93,Reggiana,Lazio,0,0,D,,,,,,,,,,,,,,,,,,,,,
17,I1,05/09/93,Roma,Juventus,2,1,H,,,,,,,,,,,,,,,,,,,,,
18,I1,05/09/93,Sampdoria,Piacenza,2,1,H,,,,,,,,,,,,,,,,,,,,,
19,I1,05/09/93,Torino,Atalanta,2,1,H,,,,,,,,,,,,,,,,,,,,,
20,I1,08/09/93,Atalanta,Reggiana,2,1,H,,,,,,,,,,,,,,,,,,,,,
21,I1,08/09/93,Genoa,Cagliari,1,1,D,,,,,,,,,,,,,,,,,,,,,
22,I1,08/09/93,Inter,Cremonese,2,1,H,,,,,,,,,,,,,,,,,,,,,
23,I1,08/09/93,Juventus,Sampdoria,3,1,H,,,,,,,,,,,,,,,,,,,,,
24,I1,08/09/93,Lazio,Parma,2,1,H,,,,,,,,,,,,,,,,,,,,,
25,I1,08/09/93,Lecce,Foggia,0,2,A,,,,,,,,,,,,,,,,,,,,,
26,I1,08/09/93,Napoli,Torino,0,0,D,,,,,,,,,,,,,,,,,,,,,
27,I1,08/09/93,Piacenza,Milan,0,0,D,,,,,,,,,,,,,,,,,,,,,
28,I1,08/09/93,Udinese,Roma,0,0,D,,,,,,,,,,,,,,,,,,,,,
29,I1,12/09/93,Cagliari,Inter,1,0,H,,,,,,,,,,,,,,,,,,,,,
30,I1,12/09/93,Cremonese,Lazio,1,0,H,,,,,,,,,,,,,,,,,,,,,
31,I1,12/09/93,Foggia,Juventus,1,1,D,,,,,,,,,,,,,,,,,,,,,
32,I1,12/09/93,Milan,Atalanta,2,0,H,,,,,,,,,,,,,,,,,,,,,
33,I1,12/09/93,Parma,Genoa,2,1,H,,,,,,,,,,,,,,,,,,,,,
34,I1,12/09/93,Reggiana,Piacenza,1,1,D,,,,,,,,,,,,,,,,,,,,,
35,I1,12/09/93,Roma,Napoli,2,3,A,,,,,,,,,,,,,,,,,,,,,
