Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,I1,27/08/95,Atalanta,Parma,1,1,D,0,0,D,,,,,,,,,,,
3,I1,27/08/95,Bari,Napoli,1,1,D,1,0,H,,,,,,,,,,,
4,I1,27/08/95,Fiorentina,Torino,2,0,H,0,0,D,,,,,,,,,,,
5,I1,27/08/95,Inter,Vicenza,1,0,H,0,0,D,,,,,,,,,,,
6,I1,27/08/95,Juventus,Cremonese,4,1,H,1,0,H,,,,,,,,,,,
7,I1,27/08/95,Lazio,Piacenza,4,1,H,1,0,H,,,,,,,,,,,
8,I1,27/08/95,Padova,Milan,1,2,A,1,2,A,,,,,,,,,,,
9,I1,27/08/95,Sampdoria,Roma,1,1,D,1,1,D,,,,,,,,,,,
10,I1,27/08/95,Udinese,Cagliari,1,0,H,0,0,D,,,,,,,,,,,
11,I1,10/09/95,Cagliari,Lazio,0,1,A,0,1,A,,,,,,,,,,,
12,I1,10/09/95,Cremonese,Sampdoria,0,0,D,0,0,D,,,,,,,,,,,
13,I1,10/09/95,Milan,Udinese,2,1,H,1,0,H,,,,,,,,,,,
14,I1,10/09/95,Napoli,Padova,2,0,H,1,0,H,,,,,,,,,,,
15,I1,10/09/95,Parma,Inter,2,1,H,0,1,A,,,,,,,,,,,
16,I1,10/09/95,Piacenza,Juventus,0,4,A,0,1,A,,,,,,,,,,,
17,I1,10/09/95,Roma,Atalanta,0,1,A,0,0,D,,,,,,,,,,,
18,I1,10/09/95,Torino,Bari,3,1,H,1,1,D,,,,,,,,,,,
19,I1,10/09/95,Vicenza,Fiorentina,1,0,H,0,0,D,,,,,,,,,,,
20,I1,17/09/95,Atalanta,Napoli,1,3,A,1,1,D,,,,,,,,,,,
21,I1,17/09/95,Bari,Lazio,3,3,D,2,1,H,,,,,,,,,,,
22,I1,17/09/95,Fiorentina,Cagliari,3,1,H,3,1,H,,,,,,,,,,,
23,I1,17/09/95,Inter,Piacenza,0,0,D,0,0,D,,,,,,,,,,,
24,I1,17/09/95,Juventus,Vicenza,1,0,H,1,0,H,,,,,,,,,,,
25,I1,17/09/95,Padova,Torino,1,1,D,1,1,D,,,,,,,,,,,
26,I1,17/09/95,Roma,Milan,1,2,A,1,1,D,,,,,,,,,,,
27,I1,17/09/95,Sampdoria,Parma,3,0,H,1,0,H,,,,,,,,,,,
28,I1,17/09/95,Udinese,Cremonese,3,2,H,0,0,D,,,,,,,,,,,
29,I1,24/09/95,Cagliari,Juventus,0,0,D,0,0,D,,,,,,,,,,,
30,I1,24/09/95,Cremonese,Roma,0,1,A,0,0,D,,,,,,,,,,,
31,I1,24/09/95,Lazio,Udinese,2,2,D,2,1,H,,,,,,,,,,,
32,I1,24/09/95,Milan,Atalanta,3,0,H,1,0,H,,,,,,,,,,,
33,I1,24/09/95,Napoli,Inter,2,1,H,1,0,H,,,,,,,,,,,
34,I1,24/09/95,Parma,Fiorentina,3,0,H,2,0,H,,,,,,,,,,,
35,I1,24/09/95,Piacenza,Bari,3,2,H,1,0,H,,,,,,,,,,,
36,I1,24/09/95,Torino,Sampdoria,1,1,D,0,0,D,,,,,,,,,,,
37,I1,24/09/95,Vicenza,Padova,2,1,H,1,1,D,,,,,,,,,,,
38,I1,01/10/95,Atalanta,Piacenza,2,0,H,1,0,H,,,,,,,,,,,
39,I1,01/10/95,Bari,Milan,1,0,H,0,0,D,,,,,,,,,,,
40,I1,01/10/95,Fiorentina,Cremonese,3,2,H,2,1,H,,,,,,,,,,,
41,I1,01/10/95,Inter,Torino,4,0,H,3,0,H,,,,,,,,,,,
42,I1,01/10/95,Juventus,Napoli,1,1,D,0,0,D,,,,,,,,,,,
43,I1,01/10/95,Padova,Parma,1,3,A,0,2,A,,,,,,,,,,,
44,I1,01/10/95,Roma,Lazio,0,0,D,0,0,D,,,,,,,,,,,
45,I1,01/10/95,Sampdoria,Cagliari,1,2,A,1,0,H,,,,,,,,,,,
46,I1,01/10/95,Udinese,Vicenza,1,1,D,1,0,H,,,,,,,,,,,
47,I1,15/10/95,Atalanta,Inter,1,1,D,0,0,D,,,,,,,,,,,
48,I1,15/10/95,Cagliari,Cremonese,1,0,H,1,0,H,,,,,,,,,,,
49,I1,15/10/95,Lazio,Padova,2,0,H,0,0,D,,,,,,,,,,,
50,I1,15/10/95,Milan,Juventus,2,1,H,2,0,H,,,,,,,,,,,
51,I1,15/10/95,Napoli,Fiorentina,0,2,A,0,0,D,,,,,,,,,,,
52,I1,15/10/95,Parma,Udinese,1,0,H,0,0,D,,,,,,,,,,,
53,I1,15/10/95,Piacenza,Sampdoria,3,2,H,3,0,H,,,,,,,,,,,
54,I1,15/10/95,Torino,Roma,2,2,D,2,2,D,,,,,,,,,,,
