Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,E0,09/08/97,Barnsley,West Ham,1,2,A,1,0,H,,,,,,,,,,,
3,E0,09/08/97,Blackburn,Derby,1,0,H,1,0,H,,,,,,,,,,,
4,E0,09/08/97,Coventry,Chelsea,3,2,H,1,1,D,,,,,,,,,,,
5,E0,09/08/97,Everton,Crystal Palace,1,2,A,0,1,A,,,,,,,,,,,
6,E0,09/08/97,Leeds,Arsenal,1,1,D,1,1,D,,,,,,,,,,,
7,E0,09/08/97,Leicester,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,
8,E0,09/08/97,Newcastle,Sheffield Weds,2,1,H,1,1,D,,,,,,,,,,,
9,E0,09/08/97,Southampton,Bolton,0,1,A,0,1,A,,,,,,,,,,,
10,E0,09/08/97,Wimbledon,Liverpool,1,1,D,0,0,D,,,,,,,,,,,
11,E0,10/08/97,Tottenham,Man United,0,2,A,0,0,D,,,,,,,,,,,
12,E0,11/08/97,Arsenal,Coventry,2,0,H,1,0,H,,,,,,,,,,,
13,E0,12/08/97,Crystal Palace,Barnsley,0,1,A,0,0,D,,,,,,,,,,,
14,E0,13/08/97,Aston Villa,Blackburn,0,4,A,0,3,A,,,,,,,,,,,
15,E0,13/08/97,Liverpool,Leicester,1,2,A,0,1,A,,,,,,,,,,,
16,E0,13/08/97,Man United,Southampton,1,0,H,0,0,D,,,,,,,,,,,
17,E0,13/08/97,Sheffield Weds,Leeds,1,3,A,0,2,A,,,,,,,,,,,
18,E0,13/08/97,West Ham,Tottenham,2,1,H,1,0,H,,,,,,,,,,,
19,E0,23/08/97,Blackburn,Liverpool,1,1,D,0,0,D,,,,,,,,,,,
20,E0,23/08/97,Coventry,Bolton,2,2,D,2,0,H,,,,,,,,,,,
21,E0,23/08/97,Everton,West Ham,2,1,H,0,1,A,,,,,,,,,,,
22,E0,23/08/97,Leeds,Crystal Palace,0,2,A,0,1,A,,,,,,,,,,,
23,E0,23/08/97,Leicester,Man United,0,0,D,0,0,D,,,,,,,,,,,
24,E0,23/08/97,Newcastle,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,
25,E0,23/08/97,Southampton,Arsenal,1,3,A,1,1,D,,,,,,,,,,,
26,E0,23/08/97,Tottenham,Derby,1,0,H,1,0,H,,,,,,,,,,,
27,E0,23/08/97,Wimbledon,Sheffield Weds,1,1,D,1,0,H,,,,,,,,,,,
28,E0,24/08/97,Barnsley,Chelsea,0,6,A,0,3,A,,,,,,,,,,,
29,E0,25/08/97,Blackburn,Sheffield Weds,7,2,H,5,1,H,,,,,,,,,,,
30,E0,26/08/97,Leeds,Liverpool,0,2,A,0,1,A,,,,,,,,,,,
31,E0,27/08/97,Barnsley,Bolton,2,1,H,1,1,D,,,,,,,,,,,
32,E0,27/08/97,Coventry,West Ham,1,1,D,1,0,H,,,,,,,,,,,
33,E0,27/08/97,Everton,Man United,0,2,A,0,1,A,,,,,,,,,,,
34,E0,27/08/97,Leicester,Arsenal,3,3,D,0,1,A,,,,,,,,,,,
35,E0,27/08/97,Southampton,Crystal Palace,1,0,H,0,0,D,,,,,,,,,,,
36,E0,27/08/97,Tottenham,Aston Villa,3,2,H,1,1,D,,,,,,,,,,,
37,E0,27/08/97,Wimbledon,Chelsea,0,2,A,0,0,D,,,,,,,,,,,
38,E0,30/08/97,Arsenal,Tottenham,0,0,D,0,0,D,,,,,,,,,,,
39,E0,30/08/97,Aston Villa,Leeds,1,0,H,0,0,D,,,,,,,,,,,
40,E0,30/08/97,Chelsea,Southampton,4,2,H,4,1,H,,,,,,,,,,,
41,E0,30/08/97,Crystal Palace,Blackburn,1,2,A,0,2,A,,,,,,,,,,,
42,E0,30/08/97,Derby,Barnsley,1,0,H,1,0,H,,,,,,,,,,,
43,E0,30/08/97,Man United,Coventry,3,0,H,1,0,H,,,,,,,,,,,
44,E0,30/08/97,Sheffield Weds,Leicester,1,0,H,0,0,D,,,,,,,,,,,
45,E0,30/08/97,West Ham,Wimbledon,3,1,H,0,0,D,,,,,,,,,,,
46,E0,01/09/97,Bolton,Everton,0,0,D,0,0,D,,,,,,,,,,,
47,E0,13/09/97,Arsenal,Bolton,4,1,H,3,1,H,,,,,,,,,,,
48,E0,13/09/97,Barnsley,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,
49,E0,13/09/97,Coventry,Southampton,1,0,H,0,0,D,,,,,,,,,,,
50,E0,13/09/97,Crystal Palace,Chelsea,0,3,A,0,2,A,,,,,,,,,,,
51,E0,13/09/97,Derby,Everton,3,1,H,2,1,H,,,,,,,,,,,
52,E0,13/09/97,Leicester,Tottenham,3,0,H,0,0,D,,,,,,,,,,,
53,E0,13/09/97,Liverpool,Sheffield Weds,2,1,H,0,0,D,,,,,,,,,,,
54,E0,13/09/97,Man United,West Ham,2,1,H,1,1,D,,,,,,,,,,,
55,E0,13/09/97,Newcastle,Wimbledon,1,3,A,1,1,D,,,,,,,,,,,
56,E0,14/09/97,Blackburn,Leeds,3,4,A,3,4,A,,,,,,,,,,,
57,E0,20/09/97,Aston Villa,Derby,2,1,H,0,1,A,,,,,,,,,,,
58,E0,20/09/97,Bolton,Man United,0,0,D,0,0,D,,,,,,,,,,,
59,E0,20/09/97,Everton,Barnsley,4,2,H,2,1,H,,,,,,,,,,,
60,E0,20/09/97,Leeds,Leicester,0,1,A,0,1,A,,,,,,,,,,,
61,E0,20/09/97,Sheffield Weds,Coventry,0,0,D,0,0,D,,,,,,,,,,,
62,E0,20/09/97,Southampton,Liverpool,1,1,D,0,1,A,,,,,,,,,,,
63,E0,20/09/97,Tottenham,Blackburn,0,0,D,0,0,D,,,,,,,,,,,
64,E0,20/09/97,West Ham,Newcastle,0,1,A,0,1,A,,,,,,,,,,,
65,E0,20/09/97,Wimbledon,Crystal Palace,0,1,A,0,0,D,,,,,,,,,,,
66,E0,21/09/97,Chelsea,Arsenal,2,3,A,1,1,D,,,,,,,,,,,
67,E0,22/09/97,Liverpool,Aston Villa,3,0,H,0,0,D,,,,,,,,,,,
68,E0,23/09/97,Bolton,Tottenham,1,1,D,1,0,H,,,,,,,,,,,
69,E0,23/09/97,Wimbledon,Barnsley,4,1,H,0,1,A,,,,,,,,,,,
70,E0,24/09/97,Arsenal,West Ham,4,0,H,4,0,H,,,,,,,,,,,
71,E0,24/09/97,Coventry,Crystal Palace,1,1,D,1,1,D,,,,,,,,,,,
72,E0,24/09/97,Leicester,Blackburn,1,1,D,1,1,D,,,,,,,,,,,
73,E0,24/09/97,Man United,Chelsea,2,2,D,1,1,D,,,,,,,,,,,
74,E0,24/09/97,Newcastle,Everton,1,0,H,0,0,D,,,,,,,,,,,
75,E0,24/09/97,Sheffield Weds,Derby,2,5,A,2,3,A,,,,,,,,,,,
76,E0,24/09/97,Southampton,Leeds,0,2,A,0,1,A,,,,,,,,,,,
77,E0,27/09/97,Aston Villa,Sheffield Weds,2,2,D,1,2,A,,,,,,,,,,,
78,E0,27/09/97,Barnsley,Leicester,0,2,A,0,0,D,,,,,,,,,,,
79,E0,27/09/97,Chelsea,Newcastle,1,0,H,0,0,D,,,,,,,,,,,
80,E0,27/09/97,Crystal Palace,Bolton,2,2,D,2,1,H,,,,,,,,,,,
81,E0,27/09/97,Derby,Southampton,4,0,H,0,0,D,,,,,,,,,,,
82,E0,27/09/97,Everton,Arsenal,2,2,D,0,2,A,,,,,,,,,,,
83,E0,27/09/97,Leeds,Man United,1,0,H,1,0,H,,,,,,,,,,,
84,E0,27/09/97,Tottenham,Wimbledon,0,0,D,0,0,D,,,,,,,,,,,
85,E0,27/09/97,West Ham,Liverpool,2,1,H,1,0,H,,,,,,,,,,,
86,E0,28/09/97,Blackburn,Coventry,0,0,D,0,0,D,,,,,,,,,,,
87,E0,04/10/97,Arsenal,Barnsley,5,0,H,3,0,H,,,,,,,,,,,
88,E0,04/10/97,Bolton,Aston Villa,0,1,A,0,1,A,,,,,,,,,,,
89,E0,04/10/97,Coventry,Leeds,0,0,D,0,0,D,,,,,,,,,,,
90,E0,04/10/97,Man United,Crystal Palace,2,0,H,2,0,H,,,,,,,,,,,
91,E0,04/10/97,Newcastle,Tottenham,1,0,H,0,0,D,,,,,,,,,,,
92,E0,04/10/97,Sheffield Weds,Everton,3,1,H,0,0,D,,,,,,,,,,,
93,E0,04/10/97,Southampton,West Ham,3,0,H,0,0,D,,,,,,,,,,,
94,E0,04/10/97,Wimbledon,Blackburn,0,1,A,0,1,A,,,,,,,,,,,
95,E0,05/10/97,Liverpool,Chelsea,4,2,H,2,1,H,,,,,,,,,,,
96,E0,06/10/97,Leicester,Derby,1,2,A,0,1,A,,,,,,,,,,,
97,E0,18/10/97,Aston Villa,Wimbledon,1,2,A,1,1,D,,,,,,,,,,,
98,E0,18/10/97,Blackburn,Southampton,1,0,H,1,0,H,,,,,,,,,,,
99,E0,18/10/97,Chelsea,Leicester,1,0,H,0,0,D,,,,,,,,,,,
100,E0,18/10/97,Crystal Palace,Arsenal,0,0,D,0,0,D,,,,,,,,,,,
101,E0,18/10/97,Derby,Man United,2,2,D,2,0,H,,,,,,,,,,,
102,E0,18/10/97,Everton,Liverpool,2,0,H,1,0,H,,,,,,,,,,,
103,E0,18/10/97,Leeds,Newcastle,4,1,H,3,0,H,,,,,,,,,,,
104,E0,18/10/97,West Ham,Bolton,3,0,H,0,0,D,,,,,,,,,,,
105,E0,19/10/97,Tottenham,Sheffield Weds,3,2,H,3,0,H,,,,,,,,,,,
106,E0,20/10/97,Barnsley,Coventry,2,0,H,1,0,H,,,,,,,,,,,
107,E0,22/10/97,Derby,Wimbledon,1,1,D,0,0,D,,,,,,,,,,,
108,E0,25/10/97,Coventry,Everton,0,0,D,0,0,D,,,,,,,,,,,
109,E0,25/10/97,Liverpool,Derby,4,0,H,1,0,H,,,,,,,,,,,
110,E0,25/10/97,Man United,Barnsley,7,0,H,4,0,H,,,,,,,,,,,
111,E0,25/10/97,Newcastle,Blackburn,1,1,D,1,0,H,,,,,,,,,,,
112,E0,25/10/97,Sheffield Weds,Crystal Palace,1,3,A,0,1,A,,,,,,,,,,,
113,E0,25/10/97,Southampton,Tottenham,3,2,H,0,1,A,,,,,,,,,,,
114,E0,25/10/97,Wimbledon,Leeds,1,0,H,1,0,H,,,,,,,,,,,
115,E0,26/10/97,Arsenal,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,
116,E0,26/10/97,Bolton,Chelsea,1,0,H,0,0,D,,,,,,,,,,,
117,E0,27/10/97,Leicester,West Ham,2,1,H,1,0,H,,,,,,,,,,,
118,E0,01/11/97,Aston Villa,Chelsea,0,2,A,0,1,A,,,,,,,,,,,
119,E0,01/11/97,Barnsley,Blackburn,1,1,D,0,1,A,,,,,,,,,,,
120,E0,01/11/97,Bolton,Liverpool,1,1,D,0,1,A,,,,,,,,,,,
121,E0,01/11/97,Derby,Arsenal,3,0,H,0,0,D,,,,,,,,,,,
122,E0,01/11/97,Man United,Sheffield Weds,6,1,H,4,0,H,,,,,,,,,,,
123,E0,01/11/97,Newcastle,Leicester,3,3,D,2,2,D,,,,,,,,,,,
124,E0,01/11/97,Tottenham,Leeds,0,1,A,0,1,A,,,,,,,,,,,
125,E0,01/11/97,Wimbledon,Coventry,1,2,A,1,2,A,,,,,,,,,,,
126,E0,02/11/97,Everton,Southampton,0,2,A,0,1,A,,,,,,,,,,,
127,E0,08/11/97,Blackburn,Everton,3,2,H,1,1,D,,,,,,,,,,,
