Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,E0,15/08/98,Blackburn,Derby,0,0,D,0,0,D,,,,,,,,,,,
3,E0,15/08/98,Coventry,Chelsea,2,1,H,2,1,H,,,,,,,,,,,
4,E0,15/08/98,Everton,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,
5,E0,15/08/98,Man United,Leicester,2,2,D,0,1,A,,,,,,,,,,,
6,E0,15/08/98,Middlesbrough,Leeds,0,0,D,0,0,D,,,,,,,,,,,
7,E0,15/08/98,Newcastle,Charlton,0,0,D,0,0,D,,,,,,,,,,,
8,E0,15/08/98,Sheffield Weds,West Ham,0,1,A,0,0,D,,,,,,,,,,,
9,E0,15/08/98,Wimbledon,Tottenham,3,1,H,0,0,D,,,,,,,,,,,
10,E0,16/08/98,Southampton,Liverpool,1,2,A,1,1,D,,,,,,,,,,,
11,E0,17/08/98,Arsenal,Nott'm Forest,2,1,H,0,0,D,,,,,,,,,,,
12,E0,22/08/98,Charlton,Southampton,5,0,H,1,0,H,,,,,,,,,,,
13,E0,22/08/98,Chelsea,Newcastle,1,1,D,1,1,D,,,,,,,,,,,
14,E0,22/08/98,Derby,Wimbledon,0,0,D,0,0,D,,,,,,,,,,,
15,E0,22/08/98,Leicester,Everton,2,0,H,2,0,H,,,,,,,,,,,
16,E0,22/08/98,Liverpool,Arsenal,0,0,D,0,0,D,,,,,,,,,,,
17,E0,22/08/98,Nott'm Forest,Coventry,1,0,H,0,0,D,,,,,,,,,,,
18,E0,22/08/98,Tottenham,Sheffield Weds,0,3,A,0,2,A,,,,,,,,,,,
19,E0,22/08/98,West Ham,Man United,0,0,D,0,0,D,,,,,,,,,,,
20,E0,23/08/98,Aston Villa,Middlesbrough,3,1,H,1,0,H,,,,,,,,,,,
21,E0,24/08/98,Leeds,Blackburn,1,0,H,1,0,H,,,,,,,,,,,
22,E0,29/08/98,Arsenal,Charlton,0,0,D,0,0,D,,,,,,,,,,,
23,E0,29/08/98,Blackburn,Leicester,1,0,H,1,0,H,,,,,,,,,,,
24,E0,29/08/98,Coventry,West Ham,0,0,D,0,0,D,,,,,,,,,,,
25,E0,29/08/98,Everton,Tottenham,0,1,A,0,1,A,,,,,,,,,,,
26,E0,29/08/98,Middlesbrough,Derby,1,1,D,0,1,A,,,,,,,,,,,
27,E0,29/08/98,Sheffield Weds,Aston Villa,0,1,A,0,1,A,,,,,,,,,,,
28,E0,29/08/98,Southampton,Nott'm Forest,1,2,A,0,0,D,,,,,,,,,,,
29,E0,29/08/98,Wimbledon,Leeds,1,1,D,0,0,D,,,,,,,,,,,
30,E0,30/08/98,Newcastle,Liverpool,1,4,A,1,4,A,,,,,,,,,,,
31,E0,08/09/98,Leeds,Southampton,3,0,H,1,0,H,,,,,,,,,,,
32,E0,08/09/98,Nott'm Forest,Everton,0,2,A,0,0,D,,,,,,,,,,,
33,E0,09/09/98,Aston Villa,Newcastle,1,0,H,0,0,D,,,,,,,,,,,
34,E0,09/09/98,Chelsea,Arsenal,0,0,D,0,0,D,,,,,,,,,,,
35,E0,09/09/98,Derby,Sheffield Weds,1,0,H,1,0,H,,,,,,,,,,,
36,E0,09/09/98,Leicester,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,
37,E0,09/09/98,Liverpool,Coventry,2,0,H,1,0,H,,,,,,,,,,,
38,E0,09/09/98,Man United,Charlton,4,1,H,2,1,H,,,,,,,,,,,
39,E0,09/09/98,Tottenham,Blackburn,2,1,H,1,1,D,,,,,,,,,,,
40,E0,09/09/98,West Ham,Wimbledon,3,4,A,3,1,H,,,,,,,,,,,
41,E0,12/09/98,Aston Villa,Wimbledon,2,0,H,1,0,H,,,,,,,,,,,
42,E0,12/09/98,Charlton,Derby,1,2,A,0,1,A,,,,,,,,,,,
43,E0,12/09/98,Chelsea,Nott'm Forest,2,1,H,2,0,H,,,,,,,,,,,
44,E0,12/09/98,Everton,Leeds,0,0,D,0,0,D,,,,,,,,,,,
45,E0,12/09/98,Leicester,Arsenal,1,1,D,1,0,H,,,,,,,,,,,
46,E0,12/09/98,Man United,Coventry,2,0,H,1,0,H,,,,,,,,,,,
