Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,E3,07/08/99,Brighton,Mansfield,6,0,H,,,,,,,,,,,,,,,,,,,,,
3,E3,07/08/99,Carlisle,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
4,E3,07/08/99,Cheltenham,Rochdale,0,2,A,,,,,,,,,,,,,,,,,,,,,
5,E3,07/08/99,Chester,Barnet,0,2,A,,,,,,,,,,,,,,,,,,,,,
6,E3,07/08/99,Exeter,Hull,1,0,H,,,,,,,,,,,,,,,,,,,,,
7,E3,07/08/99,Halifax,Darlington,0,1,A,,,,,,,,,,,,,,,,,,,,,
8,E3,07/08/99,Lincoln,Rotherham,2,1,H,,,,,,,,,,,,,,,,,,,,,
9,E3,07/08/99,Macclesfield,Northampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
10,E3,07/08/99,Peterboro,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
11,E3,07/08/99,Shrewsbury,Torquay,1,2,A,,,,,,,,,,,,,,,,,,,,,
12,E3,07/08/99,Southend,Plymouth,2,1,H,,,,,,,,,,,,,,,,,,,,,
13,E3,07/08/99,York,Swansea,1,0,H,,,,,,,,,,,,,,,,,,,,,
14,E3,14/08/99,Barnet,Exeter,2,2,D,,,,,,,,,,,,,,,,,,,,,
15,E3,14/08/99,Darlington,Macclesfield,3,0,H,,,,,,,,,,,,,,,,,,,,,
16,E3,14/08/99,Hartlepool,Halifax,0,2,A,,,,,,,,,,,,,,,,,,,,,
17,E3,14/08/99,Hull,Lincoln,1,1,D,,,,,,,,,,,,,,,,,,,,,
18,E3,14/08/99,Leyton Orient,Brighton,1,2,A,,,,,,,,,,,,,,,,,,,,,
19,E3,14/08/99,Mansfield,Cheltenham,0,1,A,,,,,,,,,,,,,,,,,,,,,
20,E3,14/08/99,Northampton,Peterboro,0,1,A,,,,,,,,,,,,,,,,,,,,,
21,E3,14/08/99,Plymouth,Shrewsbury,0,0,D,,,,,,,,,,,,,,,,,,,,,
22,E3,14/08/99,Rochdale,Southend,2,0,H,,,,,,,,,,,,,,,,,,,,,
23,E3,14/08/99,Rotherham,Chester,4,0,H,,,,,,,,,,,,,,,,,,,,,
24,E3,14/08/99,Swansea,Carlisle,1,0,H,,,,,,,,,,,,,,,,,,,,,
25,E3,14/08/99,Torquay,York,0,0,D,,,,,,,,,,,,,,,,,,,,,
26,E3,18/08/99,Chester,Northampton,0,2,A,,,,,,,,,,,,,,,,,,,,,
27,E3,21/08/99,Brighton,Torquay,0,1,A,,,,,,,,,,,,,,,,,,,,,
28,E3,21/08/99,Carlisle,Hartlepool,0,3,A,,,,,,,,,,,,,,,,,,,,,
29,E3,21/08/99,Cheltenham,Hull,1,0,H,,,,,,,,,,,,,,,,,,,,,
30,E3,21/08/99,Exeter,Rotherham,3,1,H,,,,,,,,,,,,,,,,,,,,,
31,E3,21/08/99,Halifax,Plymouth,0,1,A,,,,,,,,,,,,,,,,,,,,,
32,E3,21/08/99,Lincoln,Barnet,0,0,D,,,,,,,,,,,,,,,,,,,,,
33,E3,21/08/99,Macclesfield,Swansea,1,2,A,,,,,,,,,,,,,,,,,,,,,
34,E3,21/08/99,Peterboro,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
35,E3,21/08/99,Shrewsbury,Darlington,0,1,A,,,,,,,,,,,,,,,,,,,,,
36,E3,21/08/99,Southend,Mansfield,1,0,H,,,,,,,,,,,,,,,,,,,,,
37,E3,21/08/99,York,Rochdale,0,3,A,,,,,,,,,,,,,,,,,,,,,
38,E3,27/08/99,Northampton,Lincoln,1,0,H,,,,,,,,,,,,,,,,,,,,,
39,E3,28/08/99,Barnet,York,6,3,H,,,,,,,,,,,,,,,,,,,,,
40,E3,28/08/99,Darlington,Brighton,1,1,D,,,,,,,,,,,,,,,,,,,,,
41,E3,28/08/99,Hartlepool,Cheltenham,0,1,A,,,,,,,,,,,,,,,,,,,,,
42,E3,28/08/99,Hull,Macclesfield,2,3,A,,,,,,,,,,,,,,,,,,,,,
43,E3,28/08/99,Leyton Orient,Halifax,1,0,H,,,,,,,,,,,,,,,,,,,,,
44,E3,28/08/99,Mansfield,Carlisle,1,1,D,,,,,,,,,,,,,,,,,,,,,
45,E3,28/08/99,Plymouth,Peterboro,2,1,H,,,,,,,,,,,,,,,,,,,,,
46,E3,28/08/99,Rochdale,Exeter,0,2,A,,,,,,,,,,,,,,,,,,,,,
47,E3,28/08/99,Rotherham,Shrewsbury,4,0,H,,,,,,,,,,,,,,,,,,,,,
48,E3,28/08/99,Swansea,Southend,3,1,H,,,,,,,,,,,,,,,,,,,,,
49,E3,28/08/99,Torquay,Chester,2,2,D,,,,,,,,,,,,,,,,,,,,,
50,E3,30/08/99,Carlisle,Plymouth,4,2,H,,,,,,,,,,,,,,,,,,,,,
51,E3,30/08/99,Cheltenham,Barnet,1,2,A,,,,,,,,,,,,,,,,,,,,,
