Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,,
298,E0,25/03/00,Sunderland,Everton,2,1,H,1,1,D,,,,,,,,,,,,
299,E0,25/03/00,Watford,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,
300,E0,26/03/00,Arsenal,Coventry,3,0,H,0,0,D,,,,,,,,,,,,
301,E0,26/03/00,Leicester,Leeds,2,1,H,1,1,D,,,,,,,,,,,,
302,E0,26/03/00,West Ham,Wimbledon,2,1,H,1,0,H,,,,,,,,,,,,
303,E0,01/04/00,Coventry,Liverpool,0,3,A,0,2,A,,,,,,,,,,,,
304,E0,01/04/00,Everton,Watford,4,2,H,3,1,H,,,,,,,,,,,,
305,E0,01/04/00,Leeds,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,
306,E0,01/04/00,Man United,West Ham,7,1,H,3,1,H,,,,,,,,,,,,
307,E0,01/04/00,Newcastle,Bradford,2,0,H,1,0,H,,,,,,,,,,,,
308,E0,01/04/00,Southampton,Sunderland,1,2,A,0,1,A,,,,,,,,,,,,
309,E0,01/04/00,Wimbledon,Arsenal,1,3,A,1,2,A,,,,,,,,,,,,
310,E0,02/04/00,Derby,Leicester,3,0,H,3,0,H,,,,,,,,,,,,
311,E0,03/04/00,Tottenham,Middlesbrough,2,3,A,1,1,D,,,,,,,,,,,,
312,E0,05/04/00,Sheffield Weds,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,
313,E0,08/04/00,Bradford,Southampton,1,2,A,0,0,D,,,,,,,,,,,,
314,E0,08/04/00,Leicester,Everton,1,1,D,1,1,D,,,,,,,,,,,,
315,E0,08/04/00,Sunderland,Wimbledon,2,1,H,0,0,D,,,,,,,,,,,,
316,E0,08/04/00,Watford,Derby,0,0,D,0,0,D,,,,,,,,,,,,
317,E0,09/04/00,Aston Villa,Leeds,1,0,H,1,0,H,,,,,,,,,,,,
318,E0,09/04/00,Liverpool,Tottenham,2,0,H,1,0,H,,,,,,,,,,,,
319,E0,10/04/00,Middlesbrough,Man United,3,4,A,1,0,H,,,,,,,,,,,,
320,E0,12/04/00,Chelsea,Coventry,2,1,H,0,1,A,,,,,,,,,,,,
321,E0,12/04/00,West Ham,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,
322,E0,12/04/00,Wimbledon,Sheffield Weds,0,2,A,0,1,A,,,,,,,,,,,,
323,E0,15/04/00,Coventry,Middlesbrough,2,1,H,1,0,H,,,,,,,,,,,,
324,E0,15/04/00,Derby,West Ham,1,2,A,0,2,A,,,,,,,,,,,,
325,E0,15/04/00,Everton,Bradford,4,0,H,2,0,H,,,,,,,,,,,,
326,E0,15/04/00,Man United,Sunderland,4,0,H,1,0,H,,,,,,,,,,,,
327,E0,15/04/00,Newcastle,Leicester,0,2,A,0,1,A,,,,,,,,,,,,
328,E0,15/04/00,Sheffield Weds,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,
329,E0,15/04/00,Southampton,Watford,2,0,H,1,0,H,,,,,,,,,,,,
330,E0,15/04/00,Tottenham,Aston Villa,2,4,A,1,0,H,,,,,,,,,,,,
331,E0,16/04/00,Leeds,Arsenal,0,4,A,0,1,A,,,,,,,,,,,,
332,E0,16/04/00,Wimbledon,Liverpool,1,2,A,0,1,A,,,,,,,,,,,,
333,E0,19/04/00,Leicester,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,
334,E0,21/04/00,Bradford,Derby,4,4,D,4,3,H,,,,,,,,,,,,
335,E0,21/04/00,Everton,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,
336,E0,22/04/00,Aston Villa,Leicester,2,2,D,1,1,D,,,,,,,,,,,,
337,E0,22/04/00,Chelsea,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,
338,E0,22/04/00,Sheffield Weds,Sunderland,0,2,A,0,0,D,,,,,,,,,,,,
339,E0,22/04/00,Southampton,Man United,1,3,A,0,3,A,,,,,,,,,,,,
340,E0,22/04/00,Tottenham,Wimbledon,2,0,H,2,0,H,,,,,,,,,,,,
341,E0,22/04/00,West Ham,Coventry,5,0,H,2,0,H,,,,,,,,,,,,
342,E0,23/04/00,Newcastle,Leeds,2,2,D,1,2,A,,,,,,,,,,,,
343,E0,23/04/00,Watford,Arsenal,2,3,A,0,3,A,,,,,,,,,,,,
344,E0,24/04/00,Derby,Southampton,2,0,H,2,0,H,,,,,,,,,,,,
345,E0,24/04/00,Man United,Chelsea,3,2,H,2,2,D,,,,,,,,,,,,
346,E0,24/04/00,Sunderland,Bradford,0,1,A,0,0,D,,,,,,,,,,,,
347,E0,29/04/00,Aston Villa,Sunderland,1,1,D,0,0,D,,,,,,,,,,,,
348,E0,29/04/00,Chelsea,Liverpool,2,0,H,2,0,H,,,,,,,,,,,,
349,E0,29/04/00,Everton,Arsenal,0,1,A,0,1,A,,,,,,,,,,,,
350,E0,29/04/00,Newcastle,Coventry,2,0,H,0,0,D,,,,,,,,,,,,
351,E0,29/04/00,Southampton,Leicester,1,2,A,1,1,D,,,,,,,,,,,,
352,E0,29/04/00,Tottenham,Derby,1,1,D,0,0,D,,,,,,,,,,,,
353,E0,29/04/00,Watford,Man United,2,3,A,1,0,H,,,,,,,,,,,,
354,E0,29/04/00,West Ham,Middlesbrough,0,1,A,0,0,D,,,,,,,,,,,,
355,E0,30/04/00,Bradford,Wimbledon,3,0,H,1,0,H,,,,,,,,,,,,
356,E0,30/04/00,Sheffield Weds,Leeds,0,3,A,0,1,A,,,,,,,,,,,,
357,E0,02/05/00,Arsenal,West Ham,2,1,H,0,1,A,,,,,,,,,,,,
358,E0,02/05/00,Middlesbrough,Newcastle,2,2,D,1,2,A,,,,,,,,,,,,
359,E0,03/05/00,Leeds,Watford,3,1,H,2,1,H,,,,,,,,,,,,
360,E0,03/05/00,Liverpool,Leicester,0,2,A,0,1,A,,,,,,,,,,,,
361,E0,06/05/00,Arsenal,Chelsea,2,1,H,1,0,H,,,,,,,,,,,,
362,E0,06/05/00,Coventry,Sheffield Weds,4,1,H,1,0,H,,,,,,,,,,,,
363,E0,06/05/00,Derby,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,
364,E0,06/05/00,Leicester,Bradford,3,0,H,0,0,D,,,,,,,,,,,,
365,E0,06/05/00,Man United,Tottenham,3,1,H,3,1,H,,,,,,,,,,,,
366,E0,06/05/00,Middlesbrough,Watford,1,1,D,1,0,H,,,,,,,,,,,,
367,E0,06/05/00,Sunderland,West Ham,1,0,H,1,0,H,,,,,,,,,,,,
368,E0,06/05/00,Wimbledon,Aston Villa,2,2,D,1,0,H,,,,,,,,,,,,
369,E0,07/05/00,Liverpool,Southampton,0,0,D,0,0,D,,,,,,,,,,,,
370,E0,08/05/00,Leeds,Everton,1,1,D,1,0,H,,,,,,,,,,,,
371,E0,09/05/00,Arsenal,Sheffield Weds,3,3,D,1,0,H,,,,,,,,,,,,
372,E0,14/05/00,Aston Villa,Man United,0,1,A,0,0,D,,,,,,,,,,,,
373,E0,14/05/00,Bradford,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,
374,E0,14/05/00,Chelsea,Derby,4,0,H,0,0,D,,,,,,,,,,,,
375,E0,14/05/00,Everton,Middlesbrough,0,2,A,0,1,A,,,,,,,,,,,,
376,E0,14/05/00,Newcastle,Arsenal,4,2,H,2,1,H,,,,,,,,,,,,
377,E0,14/05/00,Sheffield Weds,Leicester,4,0,H,2,0,H,,,,,,,,,,,,
378,E0,14/05/00,Southampton,Wimbledon,2,0,H,0,0,D,,,,,,,,,,,,
379,E0,14/05/00,Tottenham,Sunderland,3,1,H,1,1,D,,,,,,,,,,,,
380,E0,14/05/00,Watford,Coventry,1,0,H,1,0,H,,,,,,,,,,,,
381,E0,14/05/00,West Ham,Leeds,0,0,D,0,0,D,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,,,
