Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,E1,09/08/97,Birmingham,Stoke,2,0,H,1,0,H,,,,,,,,,,,
3,E1,09/08/97,Bradford,Stockport,2,1,H,1,0,H,,,,,,,,,,,
4,E1,09/08/97,Bury,Reading,1,1,D,0,1,A,,,,,,,,,,,
5,E1,09/08/97,Man City,Portsmouth,2,2,D,1,1,D,,,,,,,,,,,
6,E1,09/08/97,Middlesbrough,Charlton,2,1,H,0,1,A,,,,,,,,,,,
7,E1,09/08/97,Norwich,Wolves,0,2,A,0,1,A,,,,,,,,,,,
8,E1,09/08/97,Oxford,Huddersfield,2,0,H,0,0,D,,,,,,,,,,,
9,E1,09/08/97,Port Vale,Nott'm Forest,0,1,A,0,1,A,,,,,,,,,,,
10,E1,09/08/97,QPR,Ipswich,0,0,D,0,0,D,,,,,,,,,,,
11,E1,09/08/97,Swindon,Crewe,2,0,H,1,0,H,,,,,,,,,,,
12,E1,09/08/97,West Brom,Tranmere,2,1,H,2,0,H,,,,,,,,,,,
13,E1,10/08/97,Sheffield United,Sunderland,2,0,H,2,0,H,,,,,,,,,,,
14,E1,15/08/97,Bradford,Stoke,0,0,D,0,0,D,,,,,,,,,,,
15,E1,15/08/97,Nott'm Forest,Norwich,4,1,H,1,1,D,,,,,,,,,,,
16,E1,15/08/97,Sunderland,Man City,3,1,H,1,0,H,,,,,,,,,,,
17,E1,15/08/97,Tranmere,QPR,2,1,H,1,0,H,,,,,,,,,,,
18,E1,16/08/97,Charlton,Oxford,3,2,H,1,0,H,,,,,,,,,,,
19,E1,16/08/97,Crewe,West Brom,2,3,A,1,1,D,,,,,,,,,,,
20,E1,16/08/97,Portsmouth,Port Vale,3,1,H,2,1,H,,,,,,,,,,,
21,E1,16/08/97,Reading,Swindon,0,1,A,0,1,A,,,,,,,,,,,
22,E1,16/08/97,Stockport,Bury,0,0,D,0,0,D,,,,,,,,,,,
23,E1,16/08/97,Wolves,Sheffield United,0,0,D,0,0,D,,,,,,,,,,,
24,E1,22/08/97,Man City,Tranmere,1,1,D,0,0,D,,,,,,,,,,,
25,E1,23/08/97,Birmingham,Reading,3,0,H,1,0,H,,,,,,,,,,,
26,E1,23/08/97,Bradford,Ipswich,2,1,H,1,0,H,,,,,,,,,,,
27,E1,23/08/97,Bury,Charlton,0,0,D,0,0,D,,,,,,,,,,,
28,E1,23/08/97,Middlesbrough,Stoke,0,1,A,0,0,D,,,,,,,,,,,
29,E1,23/08/97,Norwich,Crewe,0,2,A,0,1,A,,,,,,,,,,,
30,E1,23/08/97,Oxford,Nott'm Forest,0,1,A,0,0,D,,,,,,,,,,,
31,E1,23/08/97,Port Vale,Sunderland,3,1,H,2,0,H,,,,,,,,,,,
32,E1,23/08/97,QPR,Stockport,2,1,H,1,1,D,,,,,,,,,,,
33,E1,23/08/97,Sheffield United,Portsmouth,2,1,H,2,0,H,,,,,,,,,,,
34,E1,23/08/97,Swindon,Huddersfield,1,1,D,1,1,D,,,,,,,,,,,
35,E1,24/08/97,West Brom,Wolves,1,0,H,1,0,H,,,,,,,,,,,
36,E1,29/08/97,Stockport,Birmingham,2,2,D,1,0,H,,,,,,,,,,,
37,E1,30/08/97,Charlton,Man City,2,1,H,0,1,A,,,,,,,,,,,
38,E1,30/08/97,Huddersfield,Sheffield United,0,0,D,0,0,D,,,,,,,,,,,
39,E1,30/08/97,Ipswich,West Brom,1,1,D,1,0,H,,,,,,,,,,,
40,E1,30/08/97,Nott'm Forest,QPR,4,0,H,1,0,H,,,,,,,,,,,
41,E1,30/08/97,Portsmouth,Oxford,2,1,H,1,1,D,,,,,,,,,,,
42,E1,30/08/97,Reading,Bradford,0,3,A,0,2,A,,,,,,,,,,,
43,E1,30/08/97,Stoke,Swindon,1,2,A,1,0,H,,,,,,,,,,,
44,E1,30/08/97,Sunderland,Norwich,0,1,A,0,0,D,,,,,,,,,,,
