Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,D1,07/08/93,Bayern Munich,Freiburg,3,1,H,,,,,,,,,,,,,,,,,,,,,
3,D1,07/08/93,Dortmund,Karlsruhe,2,1,H,,,,,,,,,,,,,,,,,,,,,
4,D1,07/08/93,Duisburg,Leverkusen,2,2,D,,,,,,,,,,,,,,,,,,,,,
5,D1,07/08/93,FC Koln,Kaiserslautern,0,2,A,,,,,,,,,,,,,,,,,,,,,
6,D1,07/08/93,Hamburg,Nurnberg,5,2,H,,,,,,,,,,,,,,,,,,,,,
7,D1,07/08/93,Leipzig,Dresden,3,3,D,,,,,,,,,,,,,,,,,,,,,
8,D1,07/08/93,M'Gladbach,Ein Frankfurt,0,4,A,,,,,,,,,,,,,,,,,,,,,
9,D1,07/08/93,Wattenscheid,Schalke 04,3,0,H,,,,,,,,,,,,,,,,,,,,,
10,D1,07/08/93,Werder Bremen,Stuttgart,5,1,H,,,,,,,,,,,,,,,,,,,,,
11,D1,14/08/93,Dresden,Duisburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
12,D1,14/08/93,Ein Frankfurt,Werder Bremen,2,2,D,,,,,,,,,,,,,,,,,,,,,
13,D1,14/08/93,Freiburg,Wattenscheid,4,1,H,,,,,,,,,,,,,,,,,,,,,
14,D1,14/08/93,Kaiserslautern,M'Gladbach,4,2,H,,,,,,,,,,,,,,,,,,,,,
15,D1,14/08/93,Karlsruhe,Hamburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
16,D1,14/08/93,Leverkusen,Bayern Munich,2,1,H,,,,,,,,,,,,,,,,,,,,,
17,D1,14/08/93,Nurnberg,FC Koln,1,0,H,,,,,,,,,,,,,,,,,,,,,
18,D1,14/08/93,Schalke 04,Dortmund,1,0,H,,,,,,,,,,,,,,,,,,,,,
19,D1,14/08/93,Stuttgart,Leipzig,0,0,D,,,,,,,,,,,,,,,,,,,,,
20,D1,21/08/93,Bayern Munich,Dresden,5,0,H,,,,,,,,,,,,,,,,,,,,,
21,D1,21/08/93,Dortmund,Freiburg,3,2,H,,,,,,,,,,,,,,,,,,,,,
22,D1,21/08/93,Duisburg,Stuttgart,2,2,D,,,,,,,,,,,,,,,,,,,,,
23,D1,21/08/93,Ein Frankfurt,Kaiserslautern,1,0,H,,,,,,,,,,,,,,,,,,,,,
24,D1,21/08/93,FC Koln,Karlsruhe,2,1,H,,,,,,,,,,,,,,,,,,,,,
25,D1,21/08/93,Hamburg,Schalke 04,4,1,H,,,,,,,,,,,,,,,,,,,,,
26,D1,21/08/93,M'Gladbach,Nurnberg,2,0,H,,,,,,,,,,,,,,,,,,,,,
27,D1,21/08/93,Wattenscheid,Leverkusen,1,2,A,,,,,,,,,,,,,,,,,,,,,
28,D1,21/08/93,Werder Bremen,Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
29,D1,28/08/93,Dresden,Wattenscheid,1,1,D,,,,,,,,,,,,,,,,,,,,,
30,D1,28/08/93,Freiburg,Hamburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
31,D1,28/08/93,Kaiserslautern,Werder Bremen,2,3,A,,,,,,,,,,,,,,,,,,,,,
32,D1,28/08/93,Karlsruhe,M'Gladbach,1,0,H,,,,,,,,,,,,,,,,,,,,,
33,D1,28/08/93,Leipzig,Duisburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
34,D1,28/08/93,Leverkusen,Dortmund,2,1,H,,,,,,,,,,,,,,,,,,,,,
35,D1,28/08/93,Nurnberg,Ein Frankfurt,1,5,A,,,,,,,,,,,,,,,,,,,,,
36,D1,28/08/93,Schalke 04,FC Koln,1,2,A,,,,,,,,,,,,,,,,,,,,,
37,D1,28/08/93,Stuttgart,Bayern Munich,2,2,D,,,,,,,,,,,,,,,,,,,,,
38,D1,01/09/93,Bayern Munich,Leipzig,3,0,H,,,,,,,,,,,,,,,,,,,,,
39,D1,01/09/93,Dortmund,Dresden,4,0,H,,,,,,,,,,,,,,,,,,,,,
40,D1,01/09/93,Ein Frankfurt,Karlsruhe,3,1,H,,,,,,,,,,,,,,,,,,,,,
41,D1,01/09/93,FC Koln,Freiburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
42,D1,01/09/93,Hamburg,Leverkusen,2,1,H,,,,,,,,,,,,,,,,,,,,,
43,D1,01/09/93,Kaiserslautern,Nurnberg,3,1,H,,,,,,,,,,,,,,,,,,,,,
44,D1,01/09/93,M'Gladbach,Schalke 04,3,2,H,,,,,,,,,,,,,,,,,,,,,
45,D1,01/09/93,Wattenscheid,Stuttgart,2,4,A,,,,,,,,,,,,,,,,,,,,,
46,D1,01/09/93,Werder Bremen,Duisburg,1,5,A,,,,,,,,,,,,,,,,,,,,,
47,D1,04/09/93,Dresden,Hamburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
48,D1,04/09/93,Duisburg,Bayern Munich,2,2,D,,,,,,,,,,,,,,,,,,,,,
49,D1,04/09/93,Freiburg,M'Gladbach,3,3,D,,,,,,,,,,,,,,,,,,,,,
50,D1,04/09/93,Karlsruhe,Kaiserslautern,1,1,D,,,,,,,,,,,,,,,,,,,,,
51,D1,04/09/93,Leipzig,Wattenscheid,0,0,D,,,,,,,,,,,,,,,,,,,,,
52,D1,04/09/93,Leverkusen,FC Koln,2,1,H,,,,,,,,,,,,,,,,,,,,,
53,D1,04/09/93,Nurnberg,Werder Bremen,0,1,A,,,,,,,,,,,,,,,,,,,,,
54,D1,04/09/93,Schalke 04,Ein Frankfurt,1,3,A,,,,,,,,,,,,,,,,,,,,,
55,D1,04/09/93,Stuttgart,Dortmund,2,2,D,,,,,,,,,,,,,,,,,,,,,
