Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,D2,04/08/95,Bielefeld,Lubeck,2,1,H,,,,,,,,,,,,,,,,,,,,,
3,D2,04/08/95,Chemnitz,Leipzig,1,2,A,,,,,,,,,,,,,,,,,,,,,
4,D2,04/08/95,CZ Jena,Zwickau,2,0,H,,,,,,,,,,,,,,,,,,,,,
5,D2,04/08/95,Duisburg,Bochum,0,0,D,,,,,,,,,,,,,,,,,,,,,
6,D2,05/08/95,Mainz,Hannover,0,2,A,,,,,,,,,,,,,,,,,,,,,
7,D2,05/08/95,Mannheim,F Koln,2,0,H,,,,,,,,,,,,,,,,,,,,,
8,D2,05/08/95,Unterhaching,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
9,D2,05/08/95,Wattenscheid,Nurnberg,1,2,A,,,,,,,,,,,,,,,,,,,,,
10,D2,05/08/95,Wolfsburg,Hertha,1,4,A,,,,,,,,,,,,,,,,,,,,,
11,D2,08/08/95,Hannover,Duisburg,2,2,D,,,,,,,,,,,,,,,,,,,,,
12,D2,08/08/95,Hertha,Unterhaching,1,0,H,,,,,,,,,,,,,,,,,,,,,
13,D2,08/08/95,Lubeck,Mainz,3,0,H,,,,,,,,,,,,,,,,,,,,,
14,D2,08/08/95,Meppen,CZ Jena,1,1,D,,,,,,,,,,,,,,,,,,,,,
15,D2,09/08/95,Bochum,Mannheim,3,1,H,,,,,,,,,,,,,,,,,,,,,
16,D2,09/08/95,F Koln,Wattenscheid,2,0,H,,,,,,,,,,,,,,,,,,,,,
17,D2,09/08/95,Leipzig,Bielefeld,0,0,D,,,,,,,,,,,,,,,,,,,,,
18,D2,09/08/95,Nurnberg,Wolfsburg,0,0,D,,,,,,,,,,,,,,,,,,,,,
19,D2,09/08/95,Zwickau,Chemnitz,1,0,H,,,,,,,,,,,,,,,,,,,,,
20,D2,11/08/95,CZ Jena,Hertha,0,3,A,,,,,,,,,,,,,,,,,,,,,
21,D2,11/08/95,Duisburg,Lubeck,2,1,H,,,,,,,,,,,,,,,,,,,,,
22,D2,12/08/95,Bielefeld,Zwickau,4,0,H,,,,,,,,,,,,,,,,,,,,,
