Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
2,D2,02/08/96,F Koln,Wolfsburg,2,0,H,1,0,H,,,,,,,,,,,
3,D2,03/08/96,Essen,Stuttgarter K,0,4,A,0,4,A,,,,,,,,,,,
4,D2,03/08/96,Hertha,Mainz,1,0,H,0,0,D,,,,,,,,,,,
5,D2,03/08/96,Leipzig,Uerdingen,3,1,H,2,0,H,,,,,,,,,,,
6,D2,03/08/96,Zwickau,Mannheim,2,0,H,1,0,H,,,,,,,,,,,
7,D2,04/08/96,Gutersloh,CZ Jena,0,0,D,0,0,D,,,,,,,,,,,
8,D2,04/08/96,Lubeck,Ein Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
9,D2,04/08/96,Oldenburg,Meppen,1,1,D,1,0,H,,,,,,,,,,,
10,D2,06/08/96,Mainz,Leipzig,2,1,H,0,0,D,,,,,,,,,,,
11,D2,07/08/96,CZ Jena,Essen,4,0,H,1,0,H,,,,,,,,,,,
12,D2,07/08/96,Ein Frankfurt,Zwickau,2,1,H,1,1,D,,,,,,,,,,,
13,D2,07/08/96,Mannheim,F Koln,3,3,D,2,1,H,,,,,,,,,,,
14,D2,07/08/96,Meppen,Lubeck,2,0,H,0,0,D,,,,,,,,,,,
15,D2,07/08/96,Stuttgarter K,Kaiserslautern,0,2,A,0,1,A,,,,,,,,,,,
16,D2,07/08/96,Uerdingen,Gutersloh,0,2,A,0,1,A,,,,,,,,,,,
17,D2,07/08/96,Unterhaching,Oldenburg,1,1,D,1,1,D,,,,,,,,,,,
18,D2,07/08/96,Wolfsburg,Hertha,1,1,D,0,1,A,,,,,,,,,,,
19,D2,16/08/96,F Koln,Hertha,2,0,H,0,0,D,,,,,,,,,,,
20,D2,17/08/96,Kaiserslautern,CZ Jena,2,0,H,2,0,H,,,,,,,,,,,
21,D2,17/08/96,Zwickau,Meppen,1,1,D,1,1,D,,,,,,,,,,,
22,D2,18/08/96,Essen,Uerdingen,1,2,A,0,0,D,,,,,,,,,,,
23,D2,18/08/96,Gutersloh,Mainz,0,0,D,0,0,D,,,,,,,,,,,
24,D2,18/08/96,Leipzig,Wolfsburg,0,2,A,0,1,A,,,,,,,,,,,
25,D2,18/08/96,Lubeck,Unterhaching,0,0,D,0,0,D,,,,,,,,,,,
26,D2,18/08/96,Oldenburg,Stuttgarter K,1,1,D,1,0,H,,,,,,,,,,,
27,D2,19/08/96,Mannheim,Ein Frankfurt,1,2,A,1,1,D,,,,,,,,,,,
28,D2,23/08/96,Mainz,Essen,2,1,H,1,1,D,,,,,,,,,,,
29,D2,23/08/96,Unterhaching,Zwickau,2,1,H,2,1,H,,,,,,,,,,,
30,D2,24/08/96,Wolfsburg,Gutersloh,3,0,H,1,0,H,,,,,,,,,,,
31,D2,25/08/96,CZ Jena,Oldenburg,3,1,H,2,1,H,,,,,,,,,,,
32,D2,25/08/96,Ein Frankfurt,F Koln,3,1,H,0,0,D,,,,,,,,,,,
33,D2,25/08/96,Meppen,Mannheim,1,1,D,1,0,H,,,,,,,,,,,
34,D2,25/08/96,Stuttgarter K,Lubeck,2,3,A,1,1,D,,,,,,,,,,,
35,D2,25/08/96,Uerdingen,Kaiserslautern,0,1,A,0,0,D,,,,,,,,,,,
36,D2,26/08/96,Hertha,Leipzig,1,1,D,0,1,A,,,,,,,,,,,
37,D2,06/09/96,Essen,Wolfsburg,0,1,A,0,1,A,,,,,,,,,,,
38,D2,06/09/96,Kaiserslautern,Mainz,1,1,D,0,0,D,,,,,,,,,,,
39,D2,07/09/96,F Koln,Leipzig,2,3,A,0,0,D,,,,,,,,,,,
40,D2,07/09/96,Mannheim,Unterhaching,1,1,D,0,0,D,,,,,,,,,,,
41,D2,08/09/96,Gutersloh,Hertha,1,0,H,1,0,H,,,,,,,,,,,
42,D2,08/09/96,Lubeck,CZ Jena,1,0,H,0,0,D,,,,,,,,,,,
43,D2,08/09/96,Oldenburg,Uerdingen,1,2,A,0,0,D,,,,,,,,,,,
44,D2,09/09/96,Ein Frankfurt,Meppen,0,1,A,0,1,A,,,,,,,,,,,
45,D2,10/09/96,Zwickau,Stuttgarter K,0,1,A,0,1,A,,,,,,,,,,,
46,D2,13/09/96,Mainz,Oldenburg,3,0,H,2,0,H,,,,,,,,,,,
47,D2,14/09/96,Leipzig,Gutersloh,3,1,H,3,0,H,,,,,,,,,,,
48,D2,14/09/96,Stuttgarter K,Mannheim,2,1,H,1,0,H,,,,,,,,,,,
49,D2,14/09/96,Uerdingen,Lubeck,5,0,H,2,0,H,,,,,,,,,,,
50,D2,15/09/96,CZ Jena,Zwickau,2,1,H,0,0,D,,,,,,,,,,,
51,D2,15/09/96,Hertha,Essen,7,3,H,4,1,H,,,,,,,,,,,
52,D2,15/09/96,Meppen,F Koln,0,3,A,0,1,A,,,,,,,,,,,
53,D2,15/09/96,Unterhaching,Ein Frankfurt,2,1,H,1,0,H,,,,,,,,,,,
54,D2,16/09/96,Wolfsburg,Kaiserslautern,0,0,D,0,0,D,,,,,,,,,,,
55,D2,20/09/96,F Koln,Gutersloh,3,0,H,1,0,H,,,,,,,,,,,
56,D2,20/09/96,Kaiserslautern,Hertha,0,0,D,0,0,D,,,,,,,,,,,
57,D2,20/09/96,Lubeck,Mainz,0,2,A,0,0,D,,,,,,,,,,,
58,D2,21/09/96,Mannheim,CZ Jena,4,0,H,1,0,H,,,,,,,,,,,
59,D2,22/09/96,Ein Frankfurt,Stuttgarter K,0,1,A,0,1,A,,,,,,,,,,,
60,D2,22/09/96,Meppen,Unterhaching,1,1,D,1,0,H,,,,,,,,,,,
61,D2,22/09/96,Oldenburg,Wolfsburg,1,4,A,0,2,A,,,,,,,,,,,
62,D2,22/09/96,Zwickau,Uerdingen,2,1,H,0,1,A,,,,,,,,,,,
63,D2,23/09/96,Essen,Leipzig,4,1,H,1,1,D,,,,,,,,,,,
64,D2,27/09/96,Uerdingen,Mannheim,4,1,H,0,0,D,,,,,,,,,,,
65,D2,27/09/96,Wolfsburg,Lubeck,0,0,D,0,0,D,,,,,,,,,,,
66,D2,28/09/96,Stuttgarter K,Meppen,0,0,D,0,0,D,,,,,,,,,,,
67,D2,29/09/96,Gutersloh,Essen,2,3,A,2,1,H,,,,,,,,,,,
68,D2,29/09/96,Leipzig,Kaiserslautern,2,2,D,1,0,H,,,,,,,,,,,
69,D2,29/09/96,Mainz,Zwickau,1,1,D,1,0,H,,,,,,,,,,,
70,D2,29/09/96,Unterhaching,F Koln,0,0,D,0,0,D,,,,,,,,,,,
71,D2,30/09/96,CZ Jena,Ein Frankfurt,1,1,D,1,0,H,,,,,,,,,,,
72,D2,03/10/96,Kaiserslautern,Unterhaching,0,0,D,0,0,D,,,,,,,,,,,
73,D2,03/10/96,Oldenburg,Leipzig,4,1,H,4,0,H,,,,,,,,,,,
74,D2,04/10/96,Ein Frankfurt,Uerdingen,0,1,A,0,1,A,,,,,,,,,,,
75,D2,05/10/96,F Koln,Essen,1,1,D,1,0,H,,,,,,,,,,,
76,D2,05/10/96,Lubeck,Hertha,1,4,A,1,1,D,,,,,,,,,,,
77,D2,06/10/96,Kaiserslautern,Gutersloh,2,0,H,0,0,D,,,,,,,,,,,
78,D2,06/10/96,Mannheim,Mainz,2,2,D,1,0,H,,,,,,,,,,,
79,D2,06/10/96,Unterhaching,Stuttgarter K,1,1,D,1,0,H,,,,,,,,,,,
80,D2,06/10/96,Zwickau,Wolfsburg,0,0,D,0,0,D,,,,,,,,,,,
81,D2,07/10/96,Meppen,CZ Jena,0,0,D,0,0,D,,,,,,,,,,,
82,D2,11/10/96,Essen,Kaiserslautern,1,4,A,1,2,A,,,,,,,,,,,
