Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
2,D2,20/08/94,F Koln,Chemnitz,3,0,H,,,,,,,,,,,,,,,,,,,,,
3,D2,20/08/94,Hannover,Meppen,1,0,H,,,,,,,,,,,,,,,,,,,,,
4,D2,20/08/94,Hertha,Hansa Rostock,0,1,A,,,,,,,,,,,,,,,,,,,,,
5,D2,20/08/94,Mainz,Homburg,4,1,H,,,,,,,,,,,,,,,,,,,,,
6,D2,20/08/94,Saarbrucken,Dusseldorf,1,2,A,,,,,,,,,,,,,,,,,,,,,
7,D2,20/08/94,St Pauli,Wolfsburg,0,0,D,,,,,,,,,,,,,,,,,,,,,
8,D2,20/08/94,Wattenscheid,Leipzig,4,2,H,,,,,,,,,,,,,,,,,,,,,
9,D2,20/08/94,Zwickau,FSV Frankfurt,2,2,D,,,,,,,,,,,,,,,,,,,,,
10,D2,21/08/94,Nurnberg,Mannheim,0,0,D,,,,,,,,,,,,,,,,,,,,,
11,D2,24/08/94,Chemnitz,Saarbrucken,1,1,D,,,,,,,,,,,,,,,,,,,,,
12,D2,24/08/94,Dusseldorf,Wattenscheid,1,1,D,,,,,,,,,,,,,,,,,,,,,
13,D2,24/08/94,FSV Frankfurt,F Koln,0,5,A,,,,,,,,,,,,,,,,,,,,,
14,D2,24/08/94,Hansa Rostock,St Pauli,3,0,H,,,,,,,,,,,,,,,,,,,,,
15,D2,24/08/94,Homburg,Zwickau,3,1,H,,,,,,,,,,,,,,,,,,,,,
16,D2,24/08/94,Leipzig,Hannover,3,1,H,,,,,,,,,,,,,,,,,,,,,
17,D2,24/08/94,Mannheim,Hertha,3,0,H,,,,,,,,,,,,,,,,,,,,,
18,D2,24/08/94,Meppen,Nurnberg,1,2,A,,,,,,,,,,,,,,,,,,,,,
19,D2,24/08/94,Wolfsburg,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
20,D2,27/08/94,FSV Frankfurt,Homburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
21,D2,27/08/94,Hannover,Dusseldorf,0,3,A,,,,,,,,,,,,,,,,,,,,,
22,D2,27/08/94,Hertha,Meppen,5,1,H,,,,,,,,,,,,,,,,,,,,,
23,D2,27/08/94,Mainz,Hansa Rostock,2,2,D,,,,,,,,,,,,,,,,,,,,,
24,D2,27/08/94,Nurnberg,Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
25,D2,27/08/94,Wattenscheid,Chemnitz,2,2,D,,,,,,,,,,,,,,,,,,,,,
26,D2,27/08/94,Zwickau,Wolfsburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
27,D2,29/08/94,St Pauli,Mannheim,1,1,D,,,,,,,,,,,,,,,,,,,,,
28,D2,31/08/94,F Koln,Saarbrucken,4,0,H,,,,,,,,,,,,,,,,,,,,,
29,D2,03/09/94,Chemnitz,Hannover,1,1,D,,,,,,,,,,,,,,,,,,,,,
30,D2,03/09/94,Dusseldorf,Nurnberg,1,1,D,,,,,,,,,,,,,,,,,,,,,
31,D2,03/09/94,Hansa Rostock,Zwickau,2,0,H,,,,,,,,,,,,,,,,,,,,,
32,D2,03/09/94,Homburg,F Koln,0,0,D,,,,,,,,,,,,,,,,,,,,,
33,D2,03/09/94,Leipzig,Hertha,0,1,A,,,,,,,,,,,,,,,,,,,,,
34,D2,03/09/94,Mannheim,Mainz,4,0,H,,,,,,,,,,,,,,,,,,,,,
35,D2,03/09/94,Meppen,St Pauli,3,2,H,,,,,,,,,,,,,,,,,,,,,
36,D2,03/09/94,Wolfsburg,FSV Frankfurt,4,1,H,,,,,,,,,,,,,,,,,,,,,
37,D2,04/09/94,Saarbrucken,Wattenscheid,2,0,H,,,,,,,,,,,,,,,,,,,,,
38,D2,17/09/94,FSV Frankfurt,Hansa Rostock,1,1,D,,,,,,,,,,,,,,,,,,,,,
39,D2,17/09/94,Hannover,Saarbrucken,0,0,D,,,,,,,,,,,,,,,,,,,,,
40,D2,17/09/94,Homburg,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
41,D2,17/09/94,Mainz,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
42,D2,17/09/94,Nurnberg,Chemnitz,2,1,H,,,,,,,,,,,,,,,,,,,,,
43,D2,17/09/94,St Pauli,Leipzig,2,2,D,,,,,,,,,,,,,,,,,,,,,
44,D2,17/09/94,Zwickau,Mannheim,1,1,D,,,,,,,,,,,,,,,,,,,,,
45,D2,18/09/94,F Koln,Wattenscheid,0,0,D,,,,,,,,,,,,,,,,,,,,,
46,D2,24/09/94,Chemnitz,Hertha,2,0,H,,,,,,,,,,,,,,,,,,,,,
47,D2,24/09/94,Dusseldorf,St Pauli,0,1,A,,,,,,,,,,,,,,,,,,,,,
48,D2,24/09/94,Hansa Rostock,Homburg,2,3,A,,,,,,,,,,,,,,,,,,,,,
49,D2,24/09/94,Leipzig,Mainz,0,2,A,,,,,,,,,,,,,,,,,,,,,
50,D2,24/09/94,Mannheim,FSV Frankfurt,3,2,H,,,,,,,,,,,,,,,,,,,,,
51,D2,24/09/94,Meppen,Zwickau,2,2,D,,,,,,,,,,,,,,,,,,,,,
52,D2,24/09/94,Saarbrucken,Nurnberg,2,1,H,,,,,,,,,,,,,,,,,,,,,
53,D2,24/09/94,Wattenscheid,Hannover,2,1,H,,,,,,,,,,,,,,,,,,,,,
54,D2,24/09/94,Wolfsburg,F Koln,3,0,H,,,,,,,,,,,,,,,,,,,,,
55,D2,01/10/94,F Koln,Hannover,1,3,A,,,,,,,,,,,,,,,,,,,,,
56,D2,01/10/94,FSV Frankfurt,Meppen,1,3,A,,,,,,,,,,,,,,,,,,,,,
57,D2,01/10/94,Hertha,Saarbrucken,2,1,H,,,,,,,,,,,,,,,,,,,,,
58,D2,01/10/94,Homburg,Mannheim,1,1,D,,,,,,,,,,,,,,,,,,,,,
59,D2,01/10/94,Mainz,Dusseldorf,0,2,A,,,,,,,,,,,,,,,,,,,,,
60,D2,01/10/94,Nurnberg,Wattenscheid,1,1,D,,,,,,,,,,,,,,,,,,,,,
61,D2,01/10/94,St Pauli,Chemnitz,0,0,D,,,,,,,,,,,,,,,,,,,,,
62,D2,01/10/94,Wolfsburg,Hansa Rostock,0,1,A,,,,,,,,,,,,,,,,,,,,,
63,D2,01/10/94,Zwickau,Leipzig,3,0,H,,,,,,,,,,,,,,,,,,,,,
64,D2,04/10/94,Hertha,Dusseldorf,0,0,D,,,,,,,,,,,,,,,,,,,,,
65,D2,09/10/94,Chemnitz,Mainz,1,1,D,,,,,,,,,,,,,,,,,,,,,
66,D2,09/10/94,Dusseldorf,Zwickau,1,1,D,,,,,,,,,,,,,,,,,,,,,
67,D2,09/10/94,Hannover,Nurnberg,6,3,H,,,,,,,,,,,,,,,,,,,,,
68,D2,09/10/94,Leipzig,FSV Frankfurt,3,0,H,,,,,,,,,,,,,,,,,,,,,
69,D2,09/10/94,Mannheim,Wolfsburg,2,2,D,,,,,,,,,,,,,,,,,,,,,
70,D2,09/10/94,Meppen,Homburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
71,D2,09/10/94,Saarbrucken,St Pauli,1,2,A,,,,,,,,,,,,,,,,,,,,,
72,D2,09/10/94,Wattenscheid,Hertha,0,1,A,,,,,,,,,,,,,,,,,,,,,
73,D2,10/10/94,Hansa Rostock,F Koln,2,0,H,,,,,,,,,,,,,,,,,,,,,
74,D2,15/10/94,F Koln,Nurnberg,1,1,D,,,,,,,,,,,,,,,,,,,,,
75,D2,15/10/94,Hansa Rostock,Mannheim,0,1,A,,,,,,,,,,,,,,,,,,,,,
76,D2,15/10/94,Mainz,Saarbrucken,1,1,D,,,,,,,,,,,,,,,,,,,,,
77,D2,15/10/94,St Pauli,Wattenscheid,4,1,H,,,,,,,,,,,,,,,,,,,,,
78,D2,15/10/94,Zwickau,Chemnitz,0,0,D,,,,,,,,,,,,,,,,,,,,,
79,D2,16/10/94,FSV Frankfurt,Dusseldorf,1,2,A,,,,,,,,,,,,,,,,,,,,,
80,D2,16/10/94,Hertha,Hannover,2,0,H,,,,,,,,,,,,,,,,,,,,,
81,D2,16/10/94,Homburg,Leipzig,2,1,H,,,,,,,,,,,,,,,,,,,,,
82,D2,16/10/94,Wolfsburg,Meppen,0,0,D,,,,,,,,,,,,,,,,,,,,,
83,D2,22/10/94,Chemnitz,FSV Frankfurt,4,2,H,,,,,,,,,,,,,,,,,,,,,
84,D2,22/10/94,Dusseldorf,Homburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
85,D2,22/10/94,Hannover,St Pauli,0,1,A,,,,,,,,,,,,,,,,,,,,,
86,D2,22/10/94,Leipzig,Wolfsburg,2,3,A,,,,,,,,,,,,,,,,,,,,,
87,D2,22/10/94,Saarbrucken,Zwickau,1,1,D,,,,,,,,,,,,,,,,,,,,,
88,D2,22/10/94,Wattenscheid,Mainz,3,2,H,,,,,,,,,,,,,,,,,,,,,
89,D2,23/10/94,Meppen,Hansa Rostock,2,1,H,,,,,,,,,,,,,,,,,,,,,
90,D2,23/10/94,Nurnberg,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
91,D2,24/10/94,Mannheim,F Koln,0,3,A,,,,,,,,,,,,,,,,,,,,,
92,D2,29/10/94,F Koln,Hertha,0,0,D,,,,,,,,,,,,,,,,,,,,,
93,D2,29/10/94,Mainz,Hannover,3,2,H,,,,,,,,,,,,,,,,,,,,,
94,D2,29/10/94,Mannheim,Meppen,0,0,D,,,,,,,,,,,,,,,,,,,,,
95,D2,29/10/94,St Pauli,Nurnberg,3,2,H,,,,,,,,,,,,,,,,,,,,,
96,D2,29/10/94,Wolfsburg,Dusseldorf,3,1,H,,,,,,,,,,,,,,,,,,,,,
97,D2,29/10/94,Zwickau,Wattenscheid,2,1,H,,,,,,,,,,,,,,,,,,,,,
98,D2,30/10/94,FSV Frankfurt,Saarbrucken,0,3,A,,,,,,,,,,,,,,,,,,,,,
99,D2,30/10/94,Hansa Rostock,Leipzig,1,0,H,,,,,,,,,,,,,,,,,,,,,
100,D2,30/10/94,Homburg,Chemnitz,5,1,H,,,,,,,,,,,,,,,,,,,,,
101,D2,05/11/94,Dusseldorf,Hansa Rostock,2,0,H,,,,,,,,,,,,,,,,,,,,,
102,D2,05/11/94,Hannover,Zwickau,1,1,D,,,,,,,,,,,,,,,,,,,,,
103,D2,05/11/94,Leipzig,Mannheim,1,0,H,,,,,,,,,,,,,,,,,,,,,
104,D2,05/11/94,Meppen,F Koln,3,1,H,,,,,,,,,,,,,,,,,,,,,
105,D2,05/11/94,Wattenscheid,FSV Frankfurt,6,2,H,,,,,,,,,,,,,,,,,,,,,
106,D2,06/11/94,Chemnitz,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
107,D2,06/11/94,Hertha,St Pauli,1,1,D,,,,,,,,,,,,,,,,,,,,,
108,D2,06/11/94,Nurnberg,Mainz,1,1,D,,,,,,,,,,,,,,,,,,,,,
109,D2,06/11/94,Saarbrucken,Homburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
110,D2,13/11/94,F Koln,St Pauli,2,2,D,,,,,,,,,,,,,,,,,,,,,
111,D2,13/11/94,FSV Frankfurt,Hannover,1,1,D,,,,,,,,,,,,,,,,,,,,,
112,D2,13/11/94,Homburg,Wattenscheid,0,1,A,,,,,,,,,,,,,,,,,,,,,
113,D2,13/11/94,Mainz,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
114,D2,13/11/94,Mannheim,Dusseldorf,1,0,H,,,,,,,,,,,,,,,,,,,,,
115,D2,13/11/94,Meppen,Leipzig,1,0,H,,,,,,,,,,,,,,,,,,,,,
116,D2,13/11/94,Wolfsburg,Saarbrucken,2,1,H,,,,,,,,,,,,,,,,,,,,,
